survtype,datasource,countryname,yearweek,pathogen,indicator,age,value,detectableprevalence
SARS-CoV-2 variant,GISAID,Austria,2022-W43,SARS-CoV-2,2-week count of sequences,total,11201,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W42,SARS-CoV-2,2-week count of sequences,total,11619,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W41,SARS-CoV-2,2-week count of sequences,total,11530,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W40,SARS-CoV-2,2-week count of sequences,total,11688,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W39,SARS-CoV-2,2-week count of sequences,total,12314,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W38,SARS-CoV-2,2-week count of sequences,total,11594,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W37,SARS-CoV-2,2-week count of sequences,total,10585,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W36,SARS-CoV-2,2-week count of sequences,total,11572,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W35,SARS-CoV-2,2-week count of sequences,total,10732,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W34,SARS-CoV-2,2-week count of sequences,total,10996,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W33,SARS-CoV-2,2-week count of sequences,total,11937,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W32,SARS-CoV-2,2-week count of sequences,total,11570,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W31,SARS-CoV-2,2-week count of sequences,total,11954,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W30,SARS-CoV-2,2-week count of sequences,total,11089,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W29,SARS-CoV-2,2-week count of sequences,total,11481,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W28,SARS-CoV-2,2-week count of sequences,total,11186,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W27,SARS-CoV-2,2-week count of sequences,total,11253,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W26,SARS-CoV-2,2-week count of sequences,total,12605,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W25,SARS-CoV-2,2-week count of sequences,total,11318,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W24,SARS-CoV-2,2-week count of sequences,total,10549,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W23,SARS-CoV-2,2-week count of sequences,total,10727,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W22,SARS-CoV-2,2-week count of sequences,total,8959,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W21,SARS-CoV-2,2-week count of sequences,total,9230,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W20,SARS-CoV-2,2-week count of sequences,total,9621,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W19,SARS-CoV-2,2-week count of sequences,total,8812,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W18,SARS-CoV-2,2-week count of sequences,total,9841,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W17,SARS-CoV-2,2-week count of sequences,total,9695,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W16,SARS-CoV-2,2-week count of sequences,total,9776,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W15,SARS-CoV-2,2-week count of sequences,total,10060,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W14,SARS-CoV-2,2-week count of sequences,total,7581,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W13,SARS-CoV-2,2-week count of sequences,total,6963,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W12,SARS-CoV-2,2-week count of sequences,total,8266,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W11,SARS-CoV-2,2-week count of sequences,total,7607,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W10,SARS-CoV-2,2-week count of sequences,total,7314,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W09,SARS-CoV-2,2-week count of sequences,total,8175,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W08,SARS-CoV-2,2-week count of sequences,total,7804,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W07,SARS-CoV-2,2-week count of sequences,total,7885,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W06,SARS-CoV-2,2-week count of sequences,total,7148,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W05,SARS-CoV-2,2-week count of sequences,total,5345,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W04,SARS-CoV-2,2-week count of sequences,total,5231,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W03,SARS-CoV-2,2-week count of sequences,total,7046,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W02,SARS-CoV-2,2-week count of sequences,total,9289,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W01,SARS-CoV-2,2-week count of sequences,total,7220,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W52,SARS-CoV-2,2-week count of sequences,total,3452,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W51,SARS-CoV-2,2-week count of sequences,total,1485,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W50,SARS-CoV-2,2-week count of sequences,total,1286,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W49,SARS-CoV-2,2-week count of sequences,total,2276,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W48,SARS-CoV-2,2-week count of sequences,total,2049,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W47,SARS-CoV-2,2-week count of sequences,total,1636,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W46,SARS-CoV-2,2-week count of sequences,total,1944,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W45,SARS-CoV-2,2-week count of sequences,total,1557,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W44,SARS-CoV-2,2-week count of sequences,total,1731,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W43,SARS-CoV-2,2-week count of sequences,total,3339,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W42,SARS-CoV-2,2-week count of sequences,total,3858,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W41,SARS-CoV-2,2-week count of sequences,total,2714,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W40,SARS-CoV-2,2-week count of sequences,total,2848,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W39,SARS-CoV-2,2-week count of sequences,total,2571,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W38,SARS-CoV-2,2-week count of sequences,total,1968,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W37,SARS-CoV-2,2-week count of sequences,total,2722,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W36,SARS-CoV-2,2-week count of sequences,total,3578,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W35,SARS-CoV-2,2-week count of sequences,total,4874,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W34,SARS-CoV-2,2-week count of sequences,total,4123,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W33,SARS-CoV-2,2-week count of sequences,total,3253,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W32,SARS-CoV-2,2-week count of sequences,total,3581,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W31,SARS-CoV-2,2-week count of sequences,total,2987,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W30,SARS-CoV-2,2-week count of sequences,total,2757,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W29,SARS-CoV-2,2-week count of sequences,total,2477,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W28,SARS-CoV-2,2-week count of sequences,total,1777,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W27,SARS-CoV-2,2-week count of sequences,total,1483,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W26,SARS-CoV-2,2-week count of sequences,total,1395,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W25,SARS-CoV-2,2-week count of sequences,total,1601,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W24,SARS-CoV-2,2-week count of sequences,total,2651,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W23,SARS-CoV-2,2-week count of sequences,total,2494,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W22,SARS-CoV-2,2-week count of sequences,total,1983,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W21,SARS-CoV-2,2-week count of sequences,total,3507,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W20,SARS-CoV-2,2-week count of sequences,total,6127,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W19,SARS-CoV-2,2-week count of sequences,total,6800,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W18,SARS-CoV-2,2-week count of sequences,total,6448,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W17,SARS-CoV-2,2-week count of sequences,total,9956,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W16,SARS-CoV-2,2-week count of sequences,total,11715,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W15,SARS-CoV-2,2-week count of sequences,total,7098,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W14,SARS-CoV-2,2-week count of sequences,total,4575,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W13,SARS-CoV-2,2-week count of sequences,total,6527,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W12,SARS-CoV-2,2-week count of sequences,total,6883,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W11,SARS-CoV-2,2-week count of sequences,total,5579,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W10,SARS-CoV-2,2-week count of sequences,total,3905,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W09,SARS-CoV-2,2-week count of sequences,total,1798,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W08,SARS-CoV-2,2-week count of sequences,total,1383,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W07,SARS-CoV-2,2-week count of sequences,total,1981,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W06,SARS-CoV-2,2-week count of sequences,total,2800,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W05,SARS-CoV-2,2-week count of sequences,total,4518,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W04,SARS-CoV-2,2-week count of sequences,total,4336,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W03,SARS-CoV-2,2-week count of sequences,total,2271,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W02,SARS-CoV-2,2-week count of sequences,total,1033,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W01,SARS-CoV-2,2-week count of sequences,total,755,≤1%
SARS-CoV-2 variant,GISAID,Austria,2020-W53,SARS-CoV-2,2-week count of sequences,total,737,≤1%
SARS-CoV-2 variant,GISAID,Austria,2020-W52,SARS-CoV-2,2-week count of sequences,total,334,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2020-W51,SARS-CoV-2,2-week count of sequences,total,92,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W50,SARS-CoV-2,2-week count of sequences,total,103,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W49,SARS-CoV-2,2-week count of sequences,total,185,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W48,SARS-CoV-2,2-week count of sequences,total,134,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W47,SARS-CoV-2,2-week count of sequences,total,190,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W46,SARS-CoV-2,2-week count of sequences,total,281,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2020-W45,SARS-CoV-2,2-week count of sequences,total,184,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W44,SARS-CoV-2,2-week count of sequences,total,95,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W43,SARS-CoV-2,2-week count of sequences,total,76,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W42,SARS-CoV-2,2-week count of sequences,total,65,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W41,SARS-CoV-2,2-week count of sequences,total,31,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W40,SARS-CoV-2,2-week count of sequences,total,26,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W39,SARS-CoV-2,2-week count of sequences,total,38,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W38,SARS-CoV-2,2-week count of sequences,total,36,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W37,SARS-CoV-2,2-week count of sequences,total,37,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W36,SARS-CoV-2,2-week count of sequences,total,47,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W35,SARS-CoV-2,2-week count of sequences,total,44,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W34,SARS-CoV-2,2-week count of sequences,total,27,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W33,SARS-CoV-2,2-week count of sequences,total,22,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W32,SARS-CoV-2,2-week count of sequences,total,13,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W31,SARS-CoV-2,2-week count of sequences,total,11,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W30,SARS-CoV-2,2-week count of sequences,total,18,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W29,SARS-CoV-2,2-week count of sequences,total,14,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W28,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W27,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W26,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W25,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Belgium,2025-W04,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Belgium,2025-W03,SARS-CoV-2,2-week count of sequences,total,0,No data
