survtype,countryname,yearweek,pathogen,pathogentype,pathogensubtype,indicator,age,value
non-sentinel,Austria,2023-W14,Influenza,Influenza B,B (unknown),detections,total,19
non-sentinel,Austria,2023-W14,Influenza,Influenza B,B/Vic,detections,total,3
non-sentinel,Austria,2023-W13,Influenza,Influenza A,A (unknown),detections,total,3
non-sentinel,Austria,2023-W13,Influenza,Influenza B,B (unknown),detections,total,52
non-sentinel,Austria,2023-W13,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2023-W12,Influenza,Influenza A,A (unknown),detections,total,16
non-sentinel,Austria,2023-W12,Influenza,Influenza B,B (unknown),detections,total,93
non-sentinel,Austria,2023-W12,Influenza,Influenza B,B/Vic,detections,total,8
non-sentinel,Austria,2023-W11,Influenza,Influenza A,A (unknown),detections,total,18
non-sentinel,Austria,2023-W11,Influenza,Influenza B,B (unknown),detections,total,67
non-sentinel,Austria,2023-W11,Influenza,Influenza B,B/Vic,detections,total,9
non-sentinel,Austria,2023-W10,Influenza,Influenza A,A (unknown),detections,total,13
non-sentinel,Austria,2023-W10,Influenza,Influenza B,B (unknown),detections,total,86
non-sentinel,Austria,2023-W10,Influenza,Influenza B,B/Vic,detections,total,11
non-sentinel,Austria,2023-W09,Influenza,Influenza A,A (unknown),detections,total,23
non-sentinel,Austria,2023-W09,Influenza,Influenza B,B (unknown),detections,total,71
non-sentinel,Austria,2023-W09,Influenza,Influenza B,B/Vic,detections,total,11
non-sentinel,Austria,2023-W08,Influenza,Influenza A,A (unknown),detections,total,27
non-sentinel,Austria,2023-W08,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2023-W08,Influenza,Influenza B,B (unknown),detections,total,63
non-sentinel,Austria,2023-W08,Influenza,Influenza B,B/Vic,detections,total,4
non-sentinel,Austria,2023-W07,Influenza,Influenza A,A (unknown),detections,total,34
non-sentinel,Austria,2023-W07,Influenza,Influenza B,B (unknown),detections,total,47
non-sentinel,Austria,2023-W07,Influenza,Influenza B,B/Vic,detections,total,5
non-sentinel,Austria,2023-W06,Influenza,Influenza A,A (unknown),detections,total,22
non-sentinel,Austria,2023-W06,Influenza,Influenza B,B (unknown),detections,total,61
non-sentinel,Austria,2023-W06,Influenza,Influenza B,B/Vic,detections,total,4
non-sentinel,Austria,2023-W05,Influenza,Influenza A,A (unknown),detections,total,46
non-sentinel,Austria,2023-W05,Influenza,Influenza B,B (unknown),detections,total,40
non-sentinel,Austria,2023-W05,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2023-W04,Influenza,Influenza A,A (unknown),detections,total,54
non-sentinel,Austria,2023-W04,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2023-W04,Influenza,Influenza B,B (unknown),detections,total,26
non-sentinel,Austria,2023-W04,Influenza,Influenza B,B/Vic,detections,total,3
non-sentinel,Austria,2023-W03,Influenza,Influenza A,A (unknown),detections,total,73
non-sentinel,Austria,2023-W03,Influenza,Influenza A,A(H3),detections,total,4
non-sentinel,Austria,2023-W03,Influenza,Influenza B,B (unknown),detections,total,16
non-sentinel,Austria,2023-W03,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2023-W02,Influenza,Influenza A,A (unknown),detections,total,84
non-sentinel,Austria,2023-W02,Influenza,Influenza A,A(H3),detections,total,12
non-sentinel,Austria,2023-W02,Influenza,Influenza B,B (unknown),detections,total,5
non-sentinel,Austria,2023-W02,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2023-W01,Influenza,Influenza A,A (unknown),detections,total,279
non-sentinel,Austria,2023-W01,Influenza,Influenza A,A(H3),detections,total,30
non-sentinel,Austria,2023-W01,Influenza,Influenza B,B (unknown),detections,total,11
non-sentinel,Austria,2023-W01,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2022-W52,Influenza,Influenza A,A(H3),detections,total,38
non-sentinel,Austria,2022-W51,Influenza,Influenza A,A (unknown),detections,total,294
non-sentinel,Austria,2022-W51,Influenza,Influenza A,A(H3),detections,total,68
non-sentinel,Austria,2022-W51,Influenza,Influenza B,B (unknown),detections,total,2
non-sentinel,Austria,2022-W51,Influenza,Influenza B,B/Vic,detections,total,1
non-sentinel,Austria,2022-W50,Influenza,Influenza A,A (unknown),detections,total,927
non-sentinel,Austria,2022-W50,Influenza,Influenza A,A(H3),detections,total,56
non-sentinel,Austria,2022-W50,Influenza,Influenza B,B (unknown),detections,total,7
non-sentinel,Austria,2022-W49,Influenza,Influenza A,A (unknown),detections,total,192
non-sentinel,Austria,2022-W49,Influenza,Influenza A,A(H3),detections,total,57
non-sentinel,Austria,2022-W49,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2022-W48,Influenza,Influenza A,A (unknown),detections,total,119
non-sentinel,Austria,2022-W48,Influenza,Influenza A,A(H3),detections,total,33
non-sentinel,Austria,2022-W48,Influenza,Influenza B,B (unknown),detections,total,3
non-sentinel,Austria,2022-W48,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2022-W47,Influenza,Influenza A,A (unknown),detections,total,39
non-sentinel,Austria,2022-W47,Influenza,Influenza A,A(H3),detections,total,17
non-sentinel,Austria,2022-W46,Influenza,Influenza A,A (unknown),detections,total,53
non-sentinel,Austria,2022-W46,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2022-W46,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2022-W15,Influenza,Influenza A,A (unknown),detections,total,23
non-sentinel,Austria,2022-W15,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2022-W14,Influenza,Influenza A,A (unknown),detections,total,56
non-sentinel,Austria,2022-W14,Influenza,Influenza A,A(H3),detections,total,5
non-sentinel,Austria,2022-W13,Influenza,Influenza A,A (unknown),detections,total,45
non-sentinel,Austria,2022-W13,Influenza,Influenza A,A(H3),detections,total,7
non-sentinel,Austria,2022-W12,Influenza,Influenza A,A (unknown),detections,total,11
non-sentinel,Austria,2022-W12,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2022-W11,Influenza,Influenza A,A (unknown),detections,total,8
non-sentinel,Austria,2022-W11,Influenza,Influenza A,A(H1)pdm09,detections,total,1
non-sentinel,Austria,2022-W11,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2022-W09,Influenza,Influenza A,A (unknown),detections,total,9
non-sentinel,Austria,2022-W09,Influenza,Influenza A,A(H3),detections,total,4
non-sentinel,Austria,2022-W08,Influenza,Influenza A,A (unknown),detections,total,4
non-sentinel,Austria,2022-W07,Influenza,Influenza A,A (unknown),detections,total,2
non-sentinel,Austria,2022-W06,Influenza,Influenza A,A (unknown),detections,total,4
non-sentinel,Austria,2022-W06,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2022-W05,Influenza,Influenza A,A (unknown),detections,total,9
non-sentinel,Austria,2022-W05,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2022-W04,Influenza,Influenza A,A (unknown),detections,total,21
non-sentinel,Austria,2022-W04,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2022-W03,Influenza,Influenza A,A (unknown),detections,total,13
non-sentinel,Austria,2022-W03,Influenza,Influenza A,A(H3),detections,total,3
non-sentinel,Austria,2022-W02,Influenza,Influenza A,A (unknown),detections,total,14
non-sentinel,Austria,2022-W02,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2022-W01,Influenza,Influenza A,A (unknown),detections,total,10
non-sentinel,Austria,2021-W51,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2021-W51,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2021-W50,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2021-W45,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2021-W04,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2021-W04,Influenza,Influenza B,B/Vic,detections,total,1
non-sentinel,Austria,2021-W01,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2021-W01,Influenza,Influenza B,B/Vic,detections,total,1
non-sentinel,Austria,2020-W13,Influenza,Influenza A,A (unknown),detections,total,27
non-sentinel,Austria,2020-W13,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2020-W13,Influenza,Influenza B,B (unknown),detections,total,4
non-sentinel,Austria,2020-W12,Influenza,Influenza A,A (unknown),detections,total,24
non-sentinel,Austria,2020-W12,Influenza,Influenza A,A(H1)pdm09,detections,total,1
non-sentinel,Austria,2020-W12,Influenza,Influenza B,B (unknown),detections,total,16
non-sentinel,Austria,2020-W11,Influenza,Influenza A,A (unknown),detections,total,89
non-sentinel,Austria,2020-W11,Influenza,Influenza A,A(H1)pdm09,detections,total,3
non-sentinel,Austria,2020-W11,Influenza,Influenza A,A(H3),detections,total,8
non-sentinel,Austria,2020-W11,Influenza,Influenza B,B (unknown),detections,total,37
non-sentinel,Austria,2020-W10,Influenza,Influenza A,A (unknown),detections,total,168
non-sentinel,Austria,2020-W10,Influenza,Influenza A,A(H1)pdm09,detections,total,4
non-sentinel,Austria,2020-W10,Influenza,Influenza A,A(H3),detections,total,4
non-sentinel,Austria,2020-W10,Influenza,Influenza B,B (unknown),detections,total,119
non-sentinel,Austria,2020-W09,Influenza,Influenza A,A (unknown),detections,total,194
non-sentinel,Austria,2020-W09,Influenza,Influenza A,A(H1)pdm09,detections,total,7
non-sentinel,Austria,2020-W09,Influenza,Influenza A,A(H3),detections,total,15
non-sentinel,Austria,2020-W09,Influenza,Influenza B,B (unknown),detections,total,84
non-sentinel,Austria,2020-W08,Influenza,Influenza A,A (unknown),detections,total,209
non-sentinel,Austria,2020-W08,Influenza,Influenza A,A(H1)pdm09,detections,total,13
non-sentinel,Austria,2020-W08,Influenza,Influenza A,A(H3),detections,total,12
non-sentinel,Austria,2020-W08,Influenza,Influenza B,B (unknown),detections,total,106
non-sentinel,Austria,2020-W07,Influenza,Influenza A,A (unknown),detections,total,429
non-sentinel,Austria,2020-W07,Influenza,Influenza A,A(H1)pdm09,detections,total,9
non-sentinel,Austria,2020-W07,Influenza,Influenza A,A(H3),detections,total,14
non-sentinel,Austria,2020-W07,Influenza,Influenza B,B (unknown),detections,total,143
non-sentinel,Austria,2020-W06,Influenza,Influenza A,A (unknown),detections,total,527
non-sentinel,Austria,2020-W06,Influenza,Influenza A,A(H1)pdm09,detections,total,16
non-sentinel,Austria,2020-W06,Influenza,Influenza A,A(H3),detections,total,18
non-sentinel,Austria,2020-W06,Influenza,Influenza B,B (unknown),detections,total,146
non-sentinel,Austria,2020-W05,Influenza,Influenza A,A (unknown),detections,total,511
non-sentinel,Austria,2020-W05,Influenza,Influenza A,A(H1)pdm09,detections,total,4
non-sentinel,Austria,2020-W05,Influenza,Influenza A,A(H3),detections,total,4
non-sentinel,Austria,2020-W05,Influenza,Influenza B,B (unknown),detections,total,140
non-sentinel,Austria,2020-W04,Influenza,Influenza A,A (unknown),detections,total,478
non-sentinel,Austria,2020-W04,Influenza,Influenza A,A(H1)pdm09,detections,total,23
non-sentinel,Austria,2020-W04,Influenza,Influenza A,A(H3),detections,total,29
non-sentinel,Austria,2020-W04,Influenza,Influenza B,B (unknown),detections,total,105
non-sentinel,Austria,2020-W03,Influenza,Influenza A,A (unknown),detections,total,273
non-sentinel,Austria,2020-W03,Influenza,Influenza A,A(H1)pdm09,detections,total,14
non-sentinel,Austria,2020-W03,Influenza,Influenza A,A(H3),detections,total,11
non-sentinel,Austria,2020-W03,Influenza,Influenza B,B (unknown),detections,total,39
non-sentinel,Austria,2020-W02,Influenza,Influenza A,A (unknown),detections,total,118
non-sentinel,Austria,2020-W02,Influenza,Influenza A,A(H1)pdm09,detections,total,5
non-sentinel,Austria,2020-W02,Influenza,Influenza A,A(H3),detections,total,5
non-sentinel,Austria,2020-W02,Influenza,Influenza B,B (unknown),detections,total,24
non-sentinel,Austria,2020-W01,Influenza,Influenza A,A (unknown),detections,total,33
non-sentinel,Austria,2020-W01,Influenza,Influenza A,A(H1)pdm09,detections,total,5
non-sentinel,Austria,2020-W01,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2020-W01,Influenza,Influenza B,B (unknown),detections,total,4
non-sentinel,Austria,2019-W52,Influenza,Influenza A,A (unknown),detections,total,53
non-sentinel,Austria,2019-W52,Influenza,Influenza A,A(H1)pdm09,detections,total,7
non-sentinel,Austria,2019-W52,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2019-W52,Influenza,Influenza B,B (unknown),detections,total,11
non-sentinel,Austria,2019-W51,Influenza,Influenza A,A (unknown),detections,total,275
non-sentinel,Austria,2019-W51,Influenza,Influenza A,A(H1)pdm09,detections,total,3
non-sentinel,Austria,2019-W51,Influenza,Influenza A,A(H3),detections,total,24
non-sentinel,Austria,2019-W51,Influenza,Influenza B,B (unknown),detections,total,40
non-sentinel,Austria,2019-W50,Influenza,Influenza A,A (unknown),detections,total,136
non-sentinel,Austria,2019-W50,Influenza,Influenza B,B (unknown),detections,total,12
non-sentinel,Austria,2019-W49,Influenza,Influenza A,A (unknown),detections,total,20
non-sentinel,Austria,2019-W49,Influenza,Influenza B,B (unknown),detections,total,2
non-sentinel,Austria,2019-W48,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2019-W47,Influenza,Influenza A,A(H1)pdm09,detections,total,1
non-sentinel,Austria,2019-W47,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2019-W46,Influenza,Influenza A,A (unknown),detections,total,2
non-sentinel,Austria,2019-W46,Influenza,Influenza A,A(H1)pdm09,detections,total,1
non-sentinel,Austria,2019-W46,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2019-W46,Influenza,Influenza B,B/Yam,detections,total,1
non-sentinel,Austria,2019-W45,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2019-W19,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2019-W19,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2019-W18,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2019-W17,Influenza,Influenza A,A (unknown),detections,total,8
non-sentinel,Austria,2019-W17,Influenza,Influenza A,A(H1)pdm09,detections,total,1
non-sentinel,Austria,2019-W16,Influenza,Influenza A,A (unknown),detections,total,26
non-sentinel,Austria,2019-W16,Influenza,Influenza A,A(H1)pdm09,detections,total,5
non-sentinel,Austria,2019-W16,Influenza,Influenza A,A(H3),detections,total,3
non-sentinel,Austria,2019-W15,Influenza,Influenza A,A (unknown),detections,total,14
non-sentinel,Austria,2019-W15,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2019-W14,Influenza,Influenza A,A (unknown),detections,total,40
non-sentinel,Austria,2019-W14,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2019-W13,Influenza,Influenza A,A (unknown),detections,total,70
non-sentinel,Austria,2019-W13,Influenza,Influenza A,A(H1)pdm09,detections,total,1
non-sentinel,Austria,2019-W13,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2019-W13,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2019-W12,Influenza,Influenza A,A (unknown),detections,total,172
non-sentinel,Austria,2019-W12,Influenza,Influenza A,A(H1)pdm09,detections,total,4
non-sentinel,Austria,2019-W12,Influenza,Influenza A,A(H3),detections,total,5
non-sentinel,Austria,2019-W12,Influenza,Influenza B,B (unknown),detections,total,2
non-sentinel,Austria,2019-W11,Influenza,Influenza A,A (unknown),detections,total,233
non-sentinel,Austria,2019-W11,Influenza,Influenza A,A(H1)pdm09,detections,total,9
non-sentinel,Austria,2019-W11,Influenza,Influenza A,A(H3),detections,total,7
non-sentinel,Austria,2019-W11,Influenza,Influenza B,B (unknown),detections,total,3
non-sentinel,Austria,2019-W10,Influenza,Influenza A,A (unknown),detections,total,290
non-sentinel,Austria,2019-W10,Influenza,Influenza A,A(H1)pdm09,detections,total,10
non-sentinel,Austria,2019-W10,Influenza,Influenza A,A(H3),detections,total,11
non-sentinel,Austria,2019-W10,Influenza,Influenza B,B (unknown),detections,total,2
non-sentinel,Austria,2019-W09,Influenza,Influenza A,A (unknown),detections,total,316
non-sentinel,Austria,2019-W09,Influenza,Influenza A,A(H1)pdm09,detections,total,13
non-sentinel,Austria,2019-W09,Influenza,Influenza A,A(H3),detections,total,6
non-sentinel,Austria,2019-W09,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2019-W08,Influenza,Influenza A,A (unknown),detections,total,336
non-sentinel,Austria,2019-W08,Influenza,Influenza A,A(H1)pdm09,detections,total,6
non-sentinel,Austria,2019-W08,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2019-W08,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2019-W07,Influenza,Influenza A,A (unknown),detections,total,394
non-sentinel,Austria,2019-W07,Influenza,Influenza A,A(H1)pdm09,detections,total,24
non-sentinel,Austria,2019-W07,Influenza,Influenza A,A(H3),detections,total,3
non-sentinel,Austria,2019-W06,Influenza,Influenza A,A (unknown),detections,total,386
non-sentinel,Austria,2019-W06,Influenza,Influenza A,A(H1)pdm09,detections,total,23
non-sentinel,Austria,2019-W06,Influenza,Influenza A,A(H3),detections,total,7
non-sentinel,Austria,2019-W06,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2019-W05,Influenza,Influenza A,A (unknown),detections,total,260
non-sentinel,Austria,2019-W05,Influenza,Influenza A,A(H1)pdm09,detections,total,13
non-sentinel,Austria,2019-W05,Influenza,Influenza A,A(H3),detections,total,8
non-sentinel,Austria,2019-W04,Influenza,Influenza A,A (unknown),detections,total,210
non-sentinel,Austria,2019-W04,Influenza,Influenza A,A(H1)pdm09,detections,total,14
non-sentinel,Austria,2019-W04,Influenza,Influenza A,A(H3),detections,total,4
non-sentinel,Austria,2019-W03,Influenza,Influenza A,A (unknown),detections,total,75
non-sentinel,Austria,2019-W03,Influenza,Influenza A,A(H1)pdm09,detections,total,12
non-sentinel,Austria,2019-W03,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2019-W02,Influenza,Influenza A,A (unknown),detections,total,61
non-sentinel,Austria,2019-W02,Influenza,Influenza A,A(H1)pdm09,detections,total,3
non-sentinel,Austria,2019-W02,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2019-W02,Influenza,Influenza B,B (unknown),detections,total,3
non-sentinel,Austria,2019-W01,Influenza,Influenza A,A (unknown),detections,total,15
non-sentinel,Austria,2019-W01,Influenza,Influenza A,A(H1)pdm09,detections,total,2
non-sentinel,Austria,2018-W52,Influenza,Influenza A,A (unknown),detections,total,6
non-sentinel,Austria,2018-W52,Influenza,Influenza A,A(H1)pdm09,detections,total,2
non-sentinel,Austria,2018-W52,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2018-W51,Influenza,Influenza A,A (unknown),detections,total,4
non-sentinel,Austria,2018-W50,Influenza,Influenza A,A (unknown),detections,total,2
non-sentinel,Austria,2018-W49,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2018-W48,Influenza,Influenza A,A (unknown),detections,total,2
non-sentinel,Austria,2018-W47,Influenza,Influenza A,A(H1)pdm09,detections,total,1
non-sentinel,Austria,2018-W47,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2018-W46,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2018-W45,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2018-W15,Influenza,Influenza A,A (unknown),detections,total,4
non-sentinel,Austria,2018-W15,Influenza,Influenza A,A(H1)pdm09,detections,total,4
non-sentinel,Austria,2018-W15,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2018-W15,Influenza,Influenza B,B (unknown),detections,total,8
non-sentinel,Austria,2018-W14,Influenza,Influenza A,A (unknown),detections,total,13
non-sentinel,Austria,2018-W14,Influenza,Influenza A,A(H1)pdm09,detections,total,6
non-sentinel,Austria,2018-W14,Influenza,Influenza B,B (unknown),detections,total,13
non-sentinel,Austria,2018-W13,Influenza,Influenza A,A (unknown),detections,total,38
non-sentinel,Austria,2018-W13,Influenza,Influenza A,A(H1)pdm09,detections,total,7
non-sentinel,Austria,2018-W13,Influenza,Influenza A,A(H3),detections,total,5
non-sentinel,Austria,2018-W13,Influenza,Influenza B,B (unknown),detections,total,19
non-sentinel,Austria,2018-W12,Influenza,Influenza A,A (unknown),detections,total,46
non-sentinel,Austria,2018-W12,Influenza,Influenza A,A(H1)pdm09,detections,total,21
non-sentinel,Austria,2018-W12,Influenza,Influenza A,A(H3),detections,total,5
non-sentinel,Austria,2018-W12,Influenza,Influenza B,B (unknown),detections,total,56
non-sentinel,Austria,2018-W11,Influenza,Influenza A,A (unknown),detections,total,70
non-sentinel,Austria,2018-W11,Influenza,Influenza A,A(H1)pdm09,detections,total,24
non-sentinel,Austria,2018-W11,Influenza,Influenza A,A(H3),detections,total,6
non-sentinel,Austria,2018-W11,Influenza,Influenza B,B (unknown),detections,total,98
non-sentinel,Austria,2018-W10,Influenza,Influenza A,A (unknown),detections,total,102
non-sentinel,Austria,2018-W10,Influenza,Influenza A,A(H1)pdm09,detections,total,52
non-sentinel,Austria,2018-W10,Influenza,Influenza A,A(H3),detections,total,7
non-sentinel,Austria,2018-W10,Influenza,Influenza B,B (unknown),detections,total,176
non-sentinel,Austria,2018-W09,Influenza,Influenza A,A (unknown),detections,total,112
non-sentinel,Austria,2018-W09,Influenza,Influenza A,A(H1)pdm09,detections,total,35
non-sentinel,Austria,2018-W09,Influenza,Influenza A,A(H3),detections,total,3
non-sentinel,Austria,2018-W09,Influenza,Influenza B,B (unknown),detections,total,184
non-sentinel,Austria,2018-W08,Influenza,Influenza A,A (unknown),detections,total,91
non-sentinel,Austria,2018-W08,Influenza,Influenza A,A(H1)pdm09,detections,total,57
non-sentinel,Austria,2018-W08,Influenza,Influenza A,A(H3),detections,total,4
non-sentinel,Austria,2018-W08,Influenza,Influenza B,B (unknown),detections,total,259
