survtype,datasource,countryname,yearweek,pathogen,indicator,age,value,detectableprevalence
SARS-CoV-2 variant,GISAID,Cyprus,2022-W48,SARS-CoV-2,2-week count of sequences,total,70,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W47,SARS-CoV-2,2-week count of sequences,total,80,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W46,SARS-CoV-2,2-week count of sequences,total,78,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W45,SARS-CoV-2,2-week count of sequences,total,60,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W44,SARS-CoV-2,2-week count of sequences,total,66,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W43,SARS-CoV-2,2-week count of sequences,total,61,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W42,SARS-CoV-2,2-week count of sequences,total,70,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W41,SARS-CoV-2,2-week count of sequences,total,57,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W40,SARS-CoV-2,2-week count of sequences,total,52,>10% to 15%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W39,SARS-CoV-2,2-week count of sequences,total,84,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W38,SARS-CoV-2,2-week count of sequences,total,85,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W37,SARS-CoV-2,2-week count of sequences,total,53,>10% to 15%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W36,SARS-CoV-2,2-week count of sequences,total,39,>10% to 15%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W35,SARS-CoV-2,2-week count of sequences,total,44,>10% to 15%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W34,SARS-CoV-2,2-week count of sequences,total,55,>10% to 15%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W33,SARS-CoV-2,2-week count of sequences,total,71,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W32,SARS-CoV-2,2-week count of sequences,total,76,>5% to 10%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W31,SARS-CoV-2,2-week count of sequences,total,119,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W30,SARS-CoV-2,2-week count of sequences,total,159,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W29,SARS-CoV-2,2-week count of sequences,total,140,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W28,SARS-CoV-2,2-week count of sequences,total,163,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W27,SARS-CoV-2,2-week count of sequences,total,174,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W26,SARS-CoV-2,2-week count of sequences,total,152,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Cyprus,2022-W25,SARS-CoV-2,2-week count of sequences,total,81,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2026-W36,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W35,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W34,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W33,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W32,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W31,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W30,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W29,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W28,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W27,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W26,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W25,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W24,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W23,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W22,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W21,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W20,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W19,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W18,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2026-W17,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W16,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W15,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W14,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W13,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W12,SARS-CoV-2,2-week count of sequences,total,2,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W11,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W10,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W09,SARS-CoV-2,2-week count of sequences,total,9,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W08,SARS-CoV-2,2-week count of sequences,total,12,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W07,SARS-CoV-2,2-week count of sequences,total,11,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W06,SARS-CoV-2,2-week count of sequences,total,5,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W05,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W04,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W03,SARS-CoV-2,2-week count of sequences,total,7,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W02,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Czechia,2026-W01,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W52,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W51,SARS-CoV-2,2-week count of sequences,total,13,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W50,SARS-CoV-2,2-week count of sequences,total,18,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W49,SARS-CoV-2,2-week count of sequences,total,9,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W48,SARS-CoV-2,2-week count of sequences,total,7,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W47,SARS-CoV-2,2-week count of sequences,total,17,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W46,SARS-CoV-2,2-week count of sequences,total,21,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W45,SARS-CoV-2,2-week count of sequences,total,14,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W44,SARS-CoV-2,2-week count of sequences,total,10,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W43,SARS-CoV-2,2-week count of sequences,total,17,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W42,SARS-CoV-2,2-week count of sequences,total,23,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W41,SARS-CoV-2,2-week count of sequences,total,29,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W40,SARS-CoV-2,2-week count of sequences,total,28,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W39,SARS-CoV-2,2-week count of sequences,total,26,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W38,SARS-CoV-2,2-week count of sequences,total,23,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W37,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W36,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W35,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W34,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W33,SARS-CoV-2,2-week count of sequences,total,5,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W32,SARS-CoV-2,2-week count of sequences,total,7,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W31,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W30,SARS-CoV-2,2-week count of sequences,total,5,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W29,SARS-CoV-2,2-week count of sequences,total,5,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W28,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W27,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2025-W26,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W25,SARS-CoV-2,2-week count of sequences,total,7,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W24,SARS-CoV-2,2-week count of sequences,total,9,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W23,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W22,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W21,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W20,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W19,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W18,SARS-CoV-2,2-week count of sequences,total,2,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W17,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W16,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W15,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2025-W14,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W13,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W12,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W11,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W10,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W09,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W08,SARS-CoV-2,2-week count of sequences,total,2,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W07,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W06,SARS-CoV-2,2-week count of sequences,total,10,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W05,SARS-CoV-2,2-week count of sequences,total,10,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W04,SARS-CoV-2,2-week count of sequences,total,10,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W03,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W02,SARS-CoV-2,2-week count of sequences,total,9,>15%
SARS-CoV-2 variant,GISAID,Czechia,2025-W01,SARS-CoV-2,2-week count of sequences,total,5,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W52,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W51,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W50,SARS-CoV-2,2-week count of sequences,total,10,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W49,SARS-CoV-2,2-week count of sequences,total,10,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W48,SARS-CoV-2,2-week count of sequences,total,5,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W47,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W46,SARS-CoV-2,2-week count of sequences,total,14,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W45,SARS-CoV-2,2-week count of sequences,total,26,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W44,SARS-CoV-2,2-week count of sequences,total,35,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W43,SARS-CoV-2,2-week count of sequences,total,58,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2024-W42,SARS-CoV-2,2-week count of sequences,total,81,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2024-W41,SARS-CoV-2,2-week count of sequences,total,81,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2024-W40,SARS-CoV-2,2-week count of sequences,total,91,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2024-W39,SARS-CoV-2,2-week count of sequences,total,80,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2024-W38,SARS-CoV-2,2-week count of sequences,total,46,>10% to 15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W37,SARS-CoV-2,2-week count of sequences,total,33,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W36,SARS-CoV-2,2-week count of sequences,total,34,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W35,SARS-CoV-2,2-week count of sequences,total,34,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W34,SARS-CoV-2,2-week count of sequences,total,28,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W33,SARS-CoV-2,2-week count of sequences,total,31,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W32,SARS-CoV-2,2-week count of sequences,total,37,>10% to 15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W31,SARS-CoV-2,2-week count of sequences,total,27,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W30,SARS-CoV-2,2-week count of sequences,total,13,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W29,SARS-CoV-2,2-week count of sequences,total,5,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W28,SARS-CoV-2,2-week count of sequences,total,2,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W27,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W26,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W25,SARS-CoV-2,2-week count of sequences,total,7,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W24,SARS-CoV-2,2-week count of sequences,total,7,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W23,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W22,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W21,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W20,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W19,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W18,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2024-W17,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2024-W16,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W15,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W14,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2024-W13,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W12,SARS-CoV-2,2-week count of sequences,total,10,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W11,SARS-CoV-2,2-week count of sequences,total,11,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W10,SARS-CoV-2,2-week count of sequences,total,9,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W09,SARS-CoV-2,2-week count of sequences,total,13,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W08,SARS-CoV-2,2-week count of sequences,total,9,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W07,SARS-CoV-2,2-week count of sequences,total,15,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W06,SARS-CoV-2,2-week count of sequences,total,15,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W05,SARS-CoV-2,2-week count of sequences,total,16,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W04,SARS-CoV-2,2-week count of sequences,total,31,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W03,SARS-CoV-2,2-week count of sequences,total,31,>15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W02,SARS-CoV-2,2-week count of sequences,total,53,>10% to 15%
SARS-CoV-2 variant,GISAID,Czechia,2024-W01,SARS-CoV-2,2-week count of sequences,total,64,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2023-W52,SARS-CoV-2,2-week count of sequences,total,102,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2023-W51,SARS-CoV-2,2-week count of sequences,total,166,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W50,SARS-CoV-2,2-week count of sequences,total,217,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W49,SARS-CoV-2,2-week count of sequences,total,223,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W48,SARS-CoV-2,2-week count of sequences,total,150,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W47,SARS-CoV-2,2-week count of sequences,total,107,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2023-W46,SARS-CoV-2,2-week count of sequences,total,111,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2023-W45,SARS-CoV-2,2-week count of sequences,total,100,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2023-W44,SARS-CoV-2,2-week count of sequences,total,66,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2023-W43,SARS-CoV-2,2-week count of sequences,total,52,>10% to 15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W42,SARS-CoV-2,2-week count of sequences,total,54,>10% to 15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W41,SARS-CoV-2,2-week count of sequences,total,54,>10% to 15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W40,SARS-CoV-2,2-week count of sequences,total,37,>10% to 15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W39,SARS-CoV-2,2-week count of sequences,total,20,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W38,SARS-CoV-2,2-week count of sequences,total,16,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W37,SARS-CoV-2,2-week count of sequences,total,13,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W36,SARS-CoV-2,2-week count of sequences,total,9,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W35,SARS-CoV-2,2-week count of sequences,total,5,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W34,SARS-CoV-2,2-week count of sequences,total,3,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W33,SARS-CoV-2,2-week count of sequences,total,2,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W32,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W31,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W30,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W29,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W28,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W27,SARS-CoV-2,2-week count of sequences,total,2,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W26,SARS-CoV-2,2-week count of sequences,total,2,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W25,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W24,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W23,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Czechia,2023-W22,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W21,SARS-CoV-2,2-week count of sequences,total,14,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W20,SARS-CoV-2,2-week count of sequences,total,16,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W19,SARS-CoV-2,2-week count of sequences,total,13,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W18,SARS-CoV-2,2-week count of sequences,total,26,>15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W17,SARS-CoV-2,2-week count of sequences,total,56,>10% to 15%
SARS-CoV-2 variant,GISAID,Czechia,2023-W16,SARS-CoV-2,2-week count of sequences,total,108,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2023-W15,SARS-CoV-2,2-week count of sequences,total,129,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W14,SARS-CoV-2,2-week count of sequences,total,147,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W13,SARS-CoV-2,2-week count of sequences,total,278,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W12,SARS-CoV-2,2-week count of sequences,total,384,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W11,SARS-CoV-2,2-week count of sequences,total,384,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W10,SARS-CoV-2,2-week count of sequences,total,337,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W09,SARS-CoV-2,2-week count of sequences,total,291,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W08,SARS-CoV-2,2-week count of sequences,total,279,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W07,SARS-CoV-2,2-week count of sequences,total,198,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W06,SARS-CoV-2,2-week count of sequences,total,128,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W05,SARS-CoV-2,2-week count of sequences,total,98,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2023-W04,SARS-CoV-2,2-week count of sequences,total,95,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2023-W03,SARS-CoV-2,2-week count of sequences,total,103,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2023-W02,SARS-CoV-2,2-week count of sequences,total,119,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2023-W01,SARS-CoV-2,2-week count of sequences,total,128,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2022-W52,SARS-CoV-2,2-week count of sequences,total,89,>5% to 10%
SARS-CoV-2 variant,GISAID,Czechia,2022-W51,SARS-CoV-2,2-week count of sequences,total,134,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Czechia,2022-W50,SARS-CoV-2,2-week count of sequences,total,255,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2022-W49,SARS-CoV-2,2-week count of sequences,total,287,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2022-W48,SARS-CoV-2,2-week count of sequences,total,264,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2022-W47,SARS-CoV-2,2-week count of sequences,total,282,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2022-W46,SARS-CoV-2,2-week count of sequences,total,306,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2022-W45,SARS-CoV-2,2-week count of sequences,total,372,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2022-W44,SARS-CoV-2,2-week count of sequences,total,494,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Czechia,2022-W43,SARS-CoV-2,2-week count of sequences,total,728,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W42,SARS-CoV-2,2-week count of sequences,total,1033,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W41,SARS-CoV-2,2-week count of sequences,total,1077,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W40,SARS-CoV-2,2-week count of sequences,total,984,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W39,SARS-CoV-2,2-week count of sequences,total,1318,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W38,SARS-CoV-2,2-week count of sequences,total,1493,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W37,SARS-CoV-2,2-week count of sequences,total,1290,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W36,SARS-CoV-2,2-week count of sequences,total,1169,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W35,SARS-CoV-2,2-week count of sequences,total,1022,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W34,SARS-CoV-2,2-week count of sequences,total,1137,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W33,SARS-CoV-2,2-week count of sequences,total,1254,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W32,SARS-CoV-2,2-week count of sequences,total,1296,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W31,SARS-CoV-2,2-week count of sequences,total,1178,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W30,SARS-CoV-2,2-week count of sequences,total,1179,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W29,SARS-CoV-2,2-week count of sequences,total,1313,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W28,SARS-CoV-2,2-week count of sequences,total,978,≤1%
SARS-CoV-2 variant,GISAID,Czechia,2022-W27,SARS-CoV-2,2-week count of sequences,total,912,≤1%
