survtype,datasource,countryname,yearweek,pathogen,variant,indicator,age,value
SARS-CoV-2 variant,GISAID,Austria,2024-W49,SARS-CoV-2,BA.2.86,proportion,total,30.4
SARS-CoV-2 variant,GISAID,Austria,2024-W49,SARS-CoV-2,Other,proportion,total,4.3
SARS-CoV-2 variant,GISAID,Austria,2024-W49,SARS-CoV-2,XEC,proportion,total,65.2
SARS-CoV-2 variant,GISAID,Austria,2024-W48,SARS-CoV-2,BA.2.86,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2024-W48,SARS-CoV-2,Other,detections,total,4
SARS-CoV-2 variant,GISAID,Austria,2024-W48,SARS-CoV-2,XEC,detections,total,20
SARS-CoV-2 variant,GISAID,Austria,2024-W48,SARS-CoV-2,BA.2.86,proportion,total,11.1
SARS-CoV-2 variant,GISAID,Austria,2024-W48,SARS-CoV-2,Other,proportion,total,14.8
SARS-CoV-2 variant,GISAID,Austria,2024-W48,SARS-CoV-2,XEC,proportion,total,74.1
SARS-CoV-2 variant,GISAID,Austria,2024-W47,SARS-CoV-2,BA.2.86,detections,total,10
SARS-CoV-2 variant,GISAID,Austria,2024-W47,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W47,SARS-CoV-2,XEC,detections,total,7
SARS-CoV-2 variant,GISAID,Austria,2024-W47,SARS-CoV-2,BA.2.86,proportion,total,55.6
SARS-CoV-2 variant,GISAID,Austria,2024-W47,SARS-CoV-2,Other,proportion,total,5.6
SARS-CoV-2 variant,GISAID,Austria,2024-W47,SARS-CoV-2,XEC,proportion,total,38.9
SARS-CoV-2 variant,GISAID,Austria,2024-W46,SARS-CoV-2,BA.2.86,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W46,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W46,SARS-CoV-2,XEC,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2024-W46,SARS-CoV-2,BA.2.86,proportion,total,22.2
SARS-CoV-2 variant,GISAID,Austria,2024-W46,SARS-CoV-2,Other,proportion,total,11.1
SARS-CoV-2 variant,GISAID,Austria,2024-W46,SARS-CoV-2,XEC,proportion,total,66.7
SARS-CoV-2 variant,GISAID,Austria,2024-W45,SARS-CoV-2,BA.2.86,detections,total,9
SARS-CoV-2 variant,GISAID,Austria,2024-W45,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W45,SARS-CoV-2,XEC,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2024-W45,SARS-CoV-2,BA.2.86,proportion,total,56.2
SARS-CoV-2 variant,GISAID,Austria,2024-W45,SARS-CoV-2,Other,proportion,total,6.2
SARS-CoV-2 variant,GISAID,Austria,2024-W45,SARS-CoV-2,XEC,proportion,total,37.5
SARS-CoV-2 variant,GISAID,Austria,2024-W44,SARS-CoV-2,BA.2.86,detections,total,11
SARS-CoV-2 variant,GISAID,Austria,2024-W44,SARS-CoV-2,XEC,detections,total,8
SARS-CoV-2 variant,GISAID,Austria,2024-W44,SARS-CoV-2,BA.2.86,proportion,total,57.9
SARS-CoV-2 variant,GISAID,Austria,2024-W44,SARS-CoV-2,XEC,proportion,total,42.1
SARS-CoV-2 variant,GISAID,Austria,2024-W43,SARS-CoV-2,BA.2.86,detections,total,13
SARS-CoV-2 variant,GISAID,Austria,2024-W43,SARS-CoV-2,XEC,detections,total,11
SARS-CoV-2 variant,GISAID,Austria,2024-W43,SARS-CoV-2,BA.2.86,proportion,total,54.2
SARS-CoV-2 variant,GISAID,Austria,2024-W43,SARS-CoV-2,XEC,proportion,total,45.8
SARS-CoV-2 variant,GISAID,Austria,2024-W42,SARS-CoV-2,BA.2.86,detections,total,11
SARS-CoV-2 variant,GISAID,Austria,2024-W42,SARS-CoV-2,XEC,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2024-W42,SARS-CoV-2,BA.2.86,proportion,total,64.7
SARS-CoV-2 variant,GISAID,Austria,2024-W42,SARS-CoV-2,XEC,proportion,total,35.3
SARS-CoV-2 variant,GISAID,Austria,2024-W41,SARS-CoV-2,BA.2.86,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W41,SARS-CoV-2,XEC,detections,total,5
SARS-CoV-2 variant,GISAID,Austria,2024-W41,SARS-CoV-2,BA.2.86,proportion,total,28.6
SARS-CoV-2 variant,GISAID,Austria,2024-W41,SARS-CoV-2,XEC,proportion,total,71.4
SARS-CoV-2 variant,GISAID,Austria,2024-W40,SARS-CoV-2,BA.2.86,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2024-W40,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W40,SARS-CoV-2,XEC,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W40,SARS-CoV-2,BA.2.86,proportion,total,66.7
SARS-CoV-2 variant,GISAID,Austria,2024-W40,SARS-CoV-2,Other,proportion,total,11.1
SARS-CoV-2 variant,GISAID,Austria,2024-W40,SARS-CoV-2,XEC,proportion,total,22.2
SARS-CoV-2 variant,GISAID,Austria,2024-W39,SARS-CoV-2,BA.2.86,detections,total,14
SARS-CoV-2 variant,GISAID,Austria,2024-W39,SARS-CoV-2,XEC,detections,total,4
SARS-CoV-2 variant,GISAID,Austria,2024-W39,SARS-CoV-2,BA.2.86,proportion,total,77.8
SARS-CoV-2 variant,GISAID,Austria,2024-W39,SARS-CoV-2,XEC,proportion,total,22.2
SARS-CoV-2 variant,GISAID,Austria,2024-W38,SARS-CoV-2,BA.2.86,detections,total,21
SARS-CoV-2 variant,GISAID,Austria,2024-W38,SARS-CoV-2,Other,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2024-W38,SARS-CoV-2,XEC,detections,total,4
SARS-CoV-2 variant,GISAID,Austria,2024-W38,SARS-CoV-2,BA.2.86,proportion,total,75
SARS-CoV-2 variant,GISAID,Austria,2024-W38,SARS-CoV-2,Other,proportion,total,10.7
SARS-CoV-2 variant,GISAID,Austria,2024-W38,SARS-CoV-2,XEC,proportion,total,14.3
SARS-CoV-2 variant,GISAID,Austria,2024-W37,SARS-CoV-2,BA.2.86,detections,total,13
SARS-CoV-2 variant,GISAID,Austria,2024-W37,SARS-CoV-2,XEC,detections,total,5
SARS-CoV-2 variant,GISAID,Austria,2024-W37,SARS-CoV-2,BA.2.86,proportion,total,72.2
SARS-CoV-2 variant,GISAID,Austria,2024-W37,SARS-CoV-2,XEC,proportion,total,27.8
SARS-CoV-2 variant,GISAID,Austria,2024-W36,SARS-CoV-2,BA.2.86,detections,total,7
SARS-CoV-2 variant,GISAID,Austria,2024-W36,SARS-CoV-2,XEC,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W36,SARS-CoV-2,BA.2.86,proportion,total,87.5
SARS-CoV-2 variant,GISAID,Austria,2024-W36,SARS-CoV-2,XEC,proportion,total,12.5
SARS-CoV-2 variant,GISAID,Austria,2024-W35,SARS-CoV-2,BA.2.86,detections,total,13
SARS-CoV-2 variant,GISAID,Austria,2024-W35,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W35,SARS-CoV-2,XEC,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W35,SARS-CoV-2,BA.2.86,proportion,total,86.7
SARS-CoV-2 variant,GISAID,Austria,2024-W35,SARS-CoV-2,Other,proportion,total,6.7
SARS-CoV-2 variant,GISAID,Austria,2024-W35,SARS-CoV-2,XEC,proportion,total,6.7
SARS-CoV-2 variant,GISAID,Austria,2024-W34,SARS-CoV-2,BA.2.86,detections,total,11
SARS-CoV-2 variant,GISAID,Austria,2024-W34,SARS-CoV-2,XEC,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2024-W34,SARS-CoV-2,BA.2.86,proportion,total,78.6
SARS-CoV-2 variant,GISAID,Austria,2024-W34,SARS-CoV-2,XEC,proportion,total,21.4
SARS-CoV-2 variant,GISAID,Austria,2024-W33,SARS-CoV-2,BA.2.86,detections,total,9
SARS-CoV-2 variant,GISAID,Austria,2024-W33,SARS-CoV-2,XEC,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W33,SARS-CoV-2,BA.2.86,proportion,total,81.8
SARS-CoV-2 variant,GISAID,Austria,2024-W33,SARS-CoV-2,XEC,proportion,total,18.2
SARS-CoV-2 variant,GISAID,Austria,2024-W32,SARS-CoV-2,BA.2.86,detections,total,36
SARS-CoV-2 variant,GISAID,Austria,2024-W32,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W32,SARS-CoV-2,BA.2.86,proportion,total,97.3
SARS-CoV-2 variant,GISAID,Austria,2024-W32,SARS-CoV-2,Other,proportion,total,2.7
SARS-CoV-2 variant,GISAID,Austria,2024-W31,SARS-CoV-2,BA.2.86,detections,total,23
SARS-CoV-2 variant,GISAID,Austria,2024-W31,SARS-CoV-2,Other,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W31,SARS-CoV-2,XEC,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W31,SARS-CoV-2,BA.2.86,proportion,total,88.5
SARS-CoV-2 variant,GISAID,Austria,2024-W31,SARS-CoV-2,Other,proportion,total,7.7
SARS-CoV-2 variant,GISAID,Austria,2024-W31,SARS-CoV-2,XEC,proportion,total,3.8
SARS-CoV-2 variant,GISAID,Austria,2024-W30,SARS-CoV-2,BA.2.86,detections,total,34
SARS-CoV-2 variant,GISAID,Austria,2024-W30,SARS-CoV-2,XEC,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W30,SARS-CoV-2,BA.2.86,proportion,total,97.1
SARS-CoV-2 variant,GISAID,Austria,2024-W30,SARS-CoV-2,XEC,proportion,total,2.9
SARS-CoV-2 variant,GISAID,Austria,2024-W29,SARS-CoV-2,BA.2.86,detections,total,10
SARS-CoV-2 variant,GISAID,Austria,2024-W29,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W28,SARS-CoV-2,BA.2.86,detections,total,11
SARS-CoV-2 variant,GISAID,Austria,2024-W28,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W28,SARS-CoV-2,BA.2.86,proportion,total,91.7
SARS-CoV-2 variant,GISAID,Austria,2024-W28,SARS-CoV-2,Other,proportion,total,8.3
SARS-CoV-2 variant,GISAID,Austria,2024-W27,SARS-CoV-2,BA.2.86,detections,total,20
SARS-CoV-2 variant,GISAID,Austria,2024-W27,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W26,SARS-CoV-2,BA.2.86,detections,total,12
SARS-CoV-2 variant,GISAID,Austria,2024-W26,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W25,SARS-CoV-2,BA.2.86,detections,total,12
SARS-CoV-2 variant,GISAID,Austria,2024-W25,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W24,SARS-CoV-2,BA.2.86,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2024-W24,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W23,SARS-CoV-2,BA.2.86,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2024-W23,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W22,SARS-CoV-2,BA.2.86,detections,total,4
SARS-CoV-2 variant,GISAID,Austria,2024-W22,SARS-CoV-2,Other,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W22,SARS-CoV-2,BA.2.86,proportion,total,66.7
SARS-CoV-2 variant,GISAID,Austria,2024-W22,SARS-CoV-2,Other,proportion,total,33.3
SARS-CoV-2 variant,GISAID,Austria,2024-W21,SARS-CoV-2,BA.2.86,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W21,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W21,SARS-CoV-2,BA.2.86,proportion,total,66.7
SARS-CoV-2 variant,GISAID,Austria,2024-W21,SARS-CoV-2,Other,proportion,total,33.3
SARS-CoV-2 variant,GISAID,Austria,2024-W20,SARS-CoV-2,BA.2.86,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W20,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W20,SARS-CoV-2,BA.2.86,proportion,total,50
SARS-CoV-2 variant,GISAID,Austria,2024-W20,SARS-CoV-2,XBB.1.5-like,proportion,total,50
SARS-CoV-2 variant,GISAID,Austria,2024-W18,SARS-CoV-2,BA.2.86,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W18,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W17,SARS-CoV-2,BA.2.86,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W17,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W16,SARS-CoV-2,BA.2.86,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W16,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W15,SARS-CoV-2,BA.2.86,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W15,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W14,SARS-CoV-2,BA.2.86,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2024-W14,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W13,SARS-CoV-2,BA.2.86,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W13,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W12,SARS-CoV-2,BA.2.86,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2024-W12,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W11,SARS-CoV-2,BA.2.86,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W11,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W10,SARS-CoV-2,BA.2.86,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2024-W10,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W10,SARS-CoV-2,BA.2.86,proportion,total,85.7
SARS-CoV-2 variant,GISAID,Austria,2024-W10,SARS-CoV-2,XBB.1.5-like,proportion,total,14.3
SARS-CoV-2 variant,GISAID,Austria,2024-W09,SARS-CoV-2,BA.2.86,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2024-W09,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W08,SARS-CoV-2,BA.2.86,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2024-W08,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W08,SARS-CoV-2,BA.2.86,proportion,total,75
SARS-CoV-2 variant,GISAID,Austria,2024-W08,SARS-CoV-2,XBB.1.5-like,proportion,total,25
SARS-CoV-2 variant,GISAID,Austria,2024-W07,SARS-CoV-2,BA.2.86,detections,total,14
SARS-CoV-2 variant,GISAID,Austria,2024-W07,SARS-CoV-2,BA.2.86,proportion,total,100
SARS-CoV-2 variant,GISAID,Austria,2024-W06,SARS-CoV-2,BA.2.86,detections,total,20
SARS-CoV-2 variant,GISAID,Austria,2024-W06,SARS-CoV-2,XBB.1.5-like,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W06,SARS-CoV-2,BA.2.86,proportion,total,90.9
SARS-CoV-2 variant,GISAID,Austria,2024-W06,SARS-CoV-2,XBB.1.5-like,proportion,total,9.1
SARS-CoV-2 variant,GISAID,Austria,2024-W05,SARS-CoV-2,BA.2.86,detections,total,27
SARS-CoV-2 variant,GISAID,Austria,2024-W05,SARS-CoV-2,XBB.1.5-like,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W05,SARS-CoV-2,BA.2.86,proportion,total,93.1
SARS-CoV-2 variant,GISAID,Austria,2024-W05,SARS-CoV-2,XBB.1.5-like,proportion,total,6.9
SARS-CoV-2 variant,GISAID,Austria,2024-W04,SARS-CoV-2,BA.2,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W04,SARS-CoV-2,BA.2.86,detections,total,29
SARS-CoV-2 variant,GISAID,Austria,2024-W04,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2024-W04,SARS-CoV-2,XBB.1.5-like,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W04,SARS-CoV-2,BA.2,proportion,total,3
SARS-CoV-2 variant,GISAID,Austria,2024-W04,SARS-CoV-2,BA.2.86,proportion,total,87.9
SARS-CoV-2 variant,GISAID,Austria,2024-W04,SARS-CoV-2,Other,proportion,total,3
SARS-CoV-2 variant,GISAID,Austria,2024-W04,SARS-CoV-2,XBB.1.5-like,proportion,total,6.1
SARS-CoV-2 variant,GISAID,Austria,2024-W03,SARS-CoV-2,BA.2.86,detections,total,34
SARS-CoV-2 variant,GISAID,Austria,2024-W03,SARS-CoV-2,XBB.1.5-like,detections,total,5
SARS-CoV-2 variant,GISAID,Austria,2024-W03,SARS-CoV-2,BA.2.86,proportion,total,87.2
SARS-CoV-2 variant,GISAID,Austria,2024-W03,SARS-CoV-2,XBB.1.5-like,proportion,total,12.8
SARS-CoV-2 variant,GISAID,Austria,2024-W02,SARS-CoV-2,BA.2.86,detections,total,63
SARS-CoV-2 variant,GISAID,Austria,2024-W02,SARS-CoV-2,Other,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W02,SARS-CoV-2,XBB.1.5-like,detections,total,14
SARS-CoV-2 variant,GISAID,Austria,2024-W02,SARS-CoV-2,BA.2.86,proportion,total,79.7
SARS-CoV-2 variant,GISAID,Austria,2024-W02,SARS-CoV-2,Other,proportion,total,2.5
SARS-CoV-2 variant,GISAID,Austria,2024-W02,SARS-CoV-2,XBB.1.5-like,proportion,total,17.7
SARS-CoV-2 variant,GISAID,Austria,2024-W01,SARS-CoV-2,BA.2.86,detections,total,99
SARS-CoV-2 variant,GISAID,Austria,2024-W01,SARS-CoV-2,Other,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2024-W01,SARS-CoV-2,XBB.1.5-like,detections,total,11
SARS-CoV-2 variant,GISAID,Austria,2024-W01,SARS-CoV-2,BA.2.86,proportion,total,88.4
SARS-CoV-2 variant,GISAID,Austria,2024-W01,SARS-CoV-2,Other,proportion,total,1.8
SARS-CoV-2 variant,GISAID,Austria,2024-W01,SARS-CoV-2,XBB.1.5-like,proportion,total,9.8
SARS-CoV-2 variant,GISAID,Austria,2023-W52,SARS-CoV-2,BA.2.86,detections,total,92
SARS-CoV-2 variant,GISAID,Austria,2023-W52,SARS-CoV-2,Other,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W52,SARS-CoV-2,XBB.1.5-like,detections,total,17
SARS-CoV-2 variant,GISAID,Austria,2023-W52,SARS-CoV-2,BA.2.86,proportion,total,82.1
SARS-CoV-2 variant,GISAID,Austria,2023-W52,SARS-CoV-2,Other,proportion,total,2.7
SARS-CoV-2 variant,GISAID,Austria,2023-W52,SARS-CoV-2,XBB.1.5-like,proportion,total,15.2
SARS-CoV-2 variant,GISAID,Austria,2023-W51,SARS-CoV-2,BA.2.86,detections,total,78
SARS-CoV-2 variant,GISAID,Austria,2023-W51,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W51,SARS-CoV-2,XBB,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W51,SARS-CoV-2,XBB.1.5-like,detections,total,34
SARS-CoV-2 variant,GISAID,Austria,2023-W51,SARS-CoV-2,BA.2.86,proportion,total,68.4
SARS-CoV-2 variant,GISAID,Austria,2023-W51,SARS-CoV-2,Other,proportion,total,0.9
SARS-CoV-2 variant,GISAID,Austria,2023-W51,SARS-CoV-2,XBB,proportion,total,0.9
SARS-CoV-2 variant,GISAID,Austria,2023-W51,SARS-CoV-2,XBB.1.5-like,proportion,total,29.8
SARS-CoV-2 variant,GISAID,Austria,2023-W50,SARS-CoV-2,BA.2.86,detections,total,116
SARS-CoV-2 variant,GISAID,Austria,2023-W50,SARS-CoV-2,XBB,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W50,SARS-CoV-2,XBB.1.5-like,detections,total,65
SARS-CoV-2 variant,GISAID,Austria,2023-W50,SARS-CoV-2,BA.2.86,proportion,total,63
SARS-CoV-2 variant,GISAID,Austria,2023-W50,SARS-CoV-2,XBB,proportion,total,1.6
SARS-CoV-2 variant,GISAID,Austria,2023-W50,SARS-CoV-2,XBB.1.5-like,proportion,total,35.3
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,BA.2.75,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,BA.2.86,detections,total,90
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,XBB,detections,total,5
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,XBB.1.5-like,detections,total,79
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,BA.2.75,proportion,total,0.6
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,BA.2.86,proportion,total,51.1
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,Other,proportion,total,0.6
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,XBB,proportion,total,2.8
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,XBB.1.5-like,proportion,total,44.9
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,BA.2.86,detections,total,99
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,XBB,detections,total,9
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,XBB.1.5-like,detections,total,131
