survtype,datasource,countryname,yearweek,pathogen,indicator,age,value,detectableprevalence
SARS-CoV-2 variant,GISAID,Austria,2024-W03,SARS-CoV-2,2-week count of sequences,total,118,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2024-W02,SARS-CoV-2,2-week count of sequences,total,191,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2024-W01,SARS-CoV-2,2-week count of sequences,total,224,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2023-W52,SARS-CoV-2,2-week count of sequences,total,226,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2023-W51,SARS-CoV-2,2-week count of sequences,total,298,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W50,SARS-CoV-2,2-week count of sequences,total,360,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,2-week count of sequences,total,415,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,2-week count of sequences,total,517,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,2-week count of sequences,total,495,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,2-week count of sequences,total,370,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,2-week count of sequences,total,311,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,2-week count of sequences,total,314,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,2-week count of sequences,total,297,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,2-week count of sequences,total,267,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,2-week count of sequences,total,230,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,2-week count of sequences,total,200,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2023-W39,SARS-CoV-2,2-week count of sequences,total,179,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,2-week count of sequences,total,152,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2023-W37,SARS-CoV-2,2-week count of sequences,total,140,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,2-week count of sequences,total,130,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,2-week count of sequences,total,118,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2023-W34,SARS-CoV-2,2-week count of sequences,total,92,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,2-week count of sequences,total,56,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2023-W32,SARS-CoV-2,2-week count of sequences,total,32,>15%
SARS-CoV-2 variant,GISAID,Austria,2023-W31,SARS-CoV-2,2-week count of sequences,total,16,>15%
SARS-CoV-2 variant,GISAID,Austria,2023-W30,SARS-CoV-2,2-week count of sequences,total,11,>15%
SARS-CoV-2 variant,GISAID,Austria,2023-W29,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Austria,2023-W28,SARS-CoV-2,2-week count of sequences,total,9,>15%
SARS-CoV-2 variant,GISAID,Austria,2023-W27,SARS-CoV-2,2-week count of sequences,total,173,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,2-week count of sequences,total,421,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W25,SARS-CoV-2,2-week count of sequences,total,508,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W24,SARS-CoV-2,2-week count of sequences,total,574,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W23,SARS-CoV-2,2-week count of sequences,total,703,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W22,SARS-CoV-2,2-week count of sequences,total,689,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W21,SARS-CoV-2,2-week count of sequences,total,591,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W20,SARS-CoV-2,2-week count of sequences,total,341,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W19,SARS-CoV-2,2-week count of sequences,total,376,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2023-W18,SARS-CoV-2,2-week count of sequences,total,845,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W17,SARS-CoV-2,2-week count of sequences,total,1261,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W16,SARS-CoV-2,2-week count of sequences,total,1553,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W15,SARS-CoV-2,2-week count of sequences,total,1716,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W14,SARS-CoV-2,2-week count of sequences,total,2133,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W13,SARS-CoV-2,2-week count of sequences,total,4101,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W12,SARS-CoV-2,2-week count of sequences,total,6489,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W11,SARS-CoV-2,2-week count of sequences,total,8147,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W10,SARS-CoV-2,2-week count of sequences,total,9813,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W09,SARS-CoV-2,2-week count of sequences,total,9962,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W08,SARS-CoV-2,2-week count of sequences,total,9512,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W07,SARS-CoV-2,2-week count of sequences,total,8958,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W06,SARS-CoV-2,2-week count of sequences,total,8201,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W05,SARS-CoV-2,2-week count of sequences,total,7527,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W04,SARS-CoV-2,2-week count of sequences,total,6496,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W03,SARS-CoV-2,2-week count of sequences,total,6687,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W02,SARS-CoV-2,2-week count of sequences,total,7553,≤1%
SARS-CoV-2 variant,GISAID,Austria,2023-W01,SARS-CoV-2,2-week count of sequences,total,7882,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W52,SARS-CoV-2,2-week count of sequences,total,8065,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W51,SARS-CoV-2,2-week count of sequences,total,8725,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W50,SARS-CoV-2,2-week count of sequences,total,9397,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W49,SARS-CoV-2,2-week count of sequences,total,10187,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W48,SARS-CoV-2,2-week count of sequences,total,10413,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W47,SARS-CoV-2,2-week count of sequences,total,10277,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W46,SARS-CoV-2,2-week count of sequences,total,10438,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W45,SARS-CoV-2,2-week count of sequences,total,10148,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W44,SARS-CoV-2,2-week count of sequences,total,10385,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W43,SARS-CoV-2,2-week count of sequences,total,11286,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W42,SARS-CoV-2,2-week count of sequences,total,11722,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W41,SARS-CoV-2,2-week count of sequences,total,11627,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W40,SARS-CoV-2,2-week count of sequences,total,11791,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W39,SARS-CoV-2,2-week count of sequences,total,12415,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W38,SARS-CoV-2,2-week count of sequences,total,11696,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W37,SARS-CoV-2,2-week count of sequences,total,10684,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W36,SARS-CoV-2,2-week count of sequences,total,11662,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W35,SARS-CoV-2,2-week count of sequences,total,10784,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W34,SARS-CoV-2,2-week count of sequences,total,11114,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W33,SARS-CoV-2,2-week count of sequences,total,12049,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W32,SARS-CoV-2,2-week count of sequences,total,11573,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W31,SARS-CoV-2,2-week count of sequences,total,11967,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W30,SARS-CoV-2,2-week count of sequences,total,11227,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W29,SARS-CoV-2,2-week count of sequences,total,11707,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W28,SARS-CoV-2,2-week count of sequences,total,11388,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W27,SARS-CoV-2,2-week count of sequences,total,11472,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W26,SARS-CoV-2,2-week count of sequences,total,12828,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W25,SARS-CoV-2,2-week count of sequences,total,11468,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W24,SARS-CoV-2,2-week count of sequences,total,10719,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W23,SARS-CoV-2,2-week count of sequences,total,10886,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W22,SARS-CoV-2,2-week count of sequences,total,9092,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W21,SARS-CoV-2,2-week count of sequences,total,9421,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W20,SARS-CoV-2,2-week count of sequences,total,9819,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W19,SARS-CoV-2,2-week count of sequences,total,9038,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W18,SARS-CoV-2,2-week count of sequences,total,10073,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W17,SARS-CoV-2,2-week count of sequences,total,9948,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W16,SARS-CoV-2,2-week count of sequences,total,9991,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W15,SARS-CoV-2,2-week count of sequences,total,10253,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W14,SARS-CoV-2,2-week count of sequences,total,7838,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W13,SARS-CoV-2,2-week count of sequences,total,7221,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W12,SARS-CoV-2,2-week count of sequences,total,8517,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W11,SARS-CoV-2,2-week count of sequences,total,7879,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W10,SARS-CoV-2,2-week count of sequences,total,7573,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W09,SARS-CoV-2,2-week count of sequences,total,8411,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W08,SARS-CoV-2,2-week count of sequences,total,8049,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W07,SARS-CoV-2,2-week count of sequences,total,8139,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W06,SARS-CoV-2,2-week count of sequences,total,7391,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W05,SARS-CoV-2,2-week count of sequences,total,5580,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W04,SARS-CoV-2,2-week count of sequences,total,5473,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W03,SARS-CoV-2,2-week count of sequences,total,7257,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W02,SARS-CoV-2,2-week count of sequences,total,9446,≤1%
SARS-CoV-2 variant,GISAID,Austria,2022-W01,SARS-CoV-2,2-week count of sequences,total,7367,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W52,SARS-CoV-2,2-week count of sequences,total,3601,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W51,SARS-CoV-2,2-week count of sequences,total,1607,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W50,SARS-CoV-2,2-week count of sequences,total,1421,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W49,SARS-CoV-2,2-week count of sequences,total,2453,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W48,SARS-CoV-2,2-week count of sequences,total,2218,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W47,SARS-CoV-2,2-week count of sequences,total,1773,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W46,SARS-CoV-2,2-week count of sequences,total,2097,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W45,SARS-CoV-2,2-week count of sequences,total,1728,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W44,SARS-CoV-2,2-week count of sequences,total,1873,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W43,SARS-CoV-2,2-week count of sequences,total,3482,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W42,SARS-CoV-2,2-week count of sequences,total,3977,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W41,SARS-CoV-2,2-week count of sequences,total,2801,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W40,SARS-CoV-2,2-week count of sequences,total,2934,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W39,SARS-CoV-2,2-week count of sequences,total,2652,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W38,SARS-CoV-2,2-week count of sequences,total,2100,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W37,SARS-CoV-2,2-week count of sequences,total,2892,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W36,SARS-CoV-2,2-week count of sequences,total,3706,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W35,SARS-CoV-2,2-week count of sequences,total,4977,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W34,SARS-CoV-2,2-week count of sequences,total,4219,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W33,SARS-CoV-2,2-week count of sequences,total,3321,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W32,SARS-CoV-2,2-week count of sequences,total,3635,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W31,SARS-CoV-2,2-week count of sequences,total,3043,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W30,SARS-CoV-2,2-week count of sequences,total,2809,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W29,SARS-CoV-2,2-week count of sequences,total,2515,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W28,SARS-CoV-2,2-week count of sequences,total,1811,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W27,SARS-CoV-2,2-week count of sequences,total,1508,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W26,SARS-CoV-2,2-week count of sequences,total,1407,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W25,SARS-CoV-2,2-week count of sequences,total,1621,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W24,SARS-CoV-2,2-week count of sequences,total,2677,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W23,SARS-CoV-2,2-week count of sequences,total,2521,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W22,SARS-CoV-2,2-week count of sequences,total,2030,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W21,SARS-CoV-2,2-week count of sequences,total,3563,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W20,SARS-CoV-2,2-week count of sequences,total,6197,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W19,SARS-CoV-2,2-week count of sequences,total,6898,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W18,SARS-CoV-2,2-week count of sequences,total,6539,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W17,SARS-CoV-2,2-week count of sequences,total,10040,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W16,SARS-CoV-2,2-week count of sequences,total,11807,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W15,SARS-CoV-2,2-week count of sequences,total,7204,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W14,SARS-CoV-2,2-week count of sequences,total,4685,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W13,SARS-CoV-2,2-week count of sequences,total,6629,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W12,SARS-CoV-2,2-week count of sequences,total,7006,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W11,SARS-CoV-2,2-week count of sequences,total,5703,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W10,SARS-CoV-2,2-week count of sequences,total,4003,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W09,SARS-CoV-2,2-week count of sequences,total,1895,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W08,SARS-CoV-2,2-week count of sequences,total,1498,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W07,SARS-CoV-2,2-week count of sequences,total,2083,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W06,SARS-CoV-2,2-week count of sequences,total,2881,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W05,SARS-CoV-2,2-week count of sequences,total,4597,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W04,SARS-CoV-2,2-week count of sequences,total,4394,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W03,SARS-CoV-2,2-week count of sequences,total,2320,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W02,SARS-CoV-2,2-week count of sequences,total,1073,≤1%
SARS-CoV-2 variant,GISAID,Austria,2021-W01,SARS-CoV-2,2-week count of sequences,total,784,≤1%
SARS-CoV-2 variant,GISAID,Austria,2020-W53,SARS-CoV-2,2-week count of sequences,total,763,≤1%
SARS-CoV-2 variant,GISAID,Austria,2020-W52,SARS-CoV-2,2-week count of sequences,total,359,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2020-W51,SARS-CoV-2,2-week count of sequences,total,114,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W50,SARS-CoV-2,2-week count of sequences,total,121,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W49,SARS-CoV-2,2-week count of sequences,total,201,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W48,SARS-CoV-2,2-week count of sequences,total,144,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W47,SARS-CoV-2,2-week count of sequences,total,203,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W46,SARS-CoV-2,2-week count of sequences,total,299,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2020-W45,SARS-CoV-2,2-week count of sequences,total,199,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W44,SARS-CoV-2,2-week count of sequences,total,107,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W43,SARS-CoV-2,2-week count of sequences,total,91,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W42,SARS-CoV-2,2-week count of sequences,total,73,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W41,SARS-CoV-2,2-week count of sequences,total,33,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W40,SARS-CoV-2,2-week count of sequences,total,29,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W39,SARS-CoV-2,2-week count of sequences,total,41,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W38,SARS-CoV-2,2-week count of sequences,total,37,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W37,SARS-CoV-2,2-week count of sequences,total,38,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W36,SARS-CoV-2,2-week count of sequences,total,49,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W35,SARS-CoV-2,2-week count of sequences,total,45,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W34,SARS-CoV-2,2-week count of sequences,total,27,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W33,SARS-CoV-2,2-week count of sequences,total,22,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W32,SARS-CoV-2,2-week count of sequences,total,13,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W31,SARS-CoV-2,2-week count of sequences,total,12,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W30,SARS-CoV-2,2-week count of sequences,total,19,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W29,SARS-CoV-2,2-week count of sequences,total,14,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W28,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W27,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W26,SARS-CoV-2,2-week count of sequences,total,6,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W25,SARS-CoV-2,2-week count of sequences,total,7,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W24,SARS-CoV-2,2-week count of sequences,total,10,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W23,SARS-CoV-2,2-week count of sequences,total,7,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W22,SARS-CoV-2,2-week count of sequences,total,14,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W21,SARS-CoV-2,2-week count of sequences,total,45,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W20,SARS-CoV-2,2-week count of sequences,total,49,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W19,SARS-CoV-2,2-week count of sequences,total,40,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W18,SARS-CoV-2,2-week count of sequences,total,49,>10% to 15%
SARS-CoV-2 variant,GISAID,Austria,2020-W17,SARS-CoV-2,2-week count of sequences,total,71,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W16,SARS-CoV-2,2-week count of sequences,total,100,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W15,SARS-CoV-2,2-week count of sequences,total,165,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W14,SARS-CoV-2,2-week count of sequences,total,270,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2020-W13,SARS-CoV-2,2-week count of sequences,total,297,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2020-W12,SARS-CoV-2,2-week count of sequences,total,255,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Austria,2020-W11,SARS-CoV-2,2-week count of sequences,total,177,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Austria,2020-W10,SARS-CoV-2,2-week count of sequences,total,66,>5% to 10%
SARS-CoV-2 variant,GISAID,Austria,2020-W09,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Austria,2020-W08,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Austria,2020-W07,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Austria,2020-W06,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Austria,2020-W05,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Austria,2020-W04,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Austria,2020-W03,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Austria,2020-W02,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Belgium,2024-W22,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Belgium,2024-W21,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Belgium,2024-W20,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Belgium,2024-W19,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Belgium,2024-W18,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Belgium,2024-W17,SARS-CoV-2,2-week count of sequences,total,1,>15%
SARS-CoV-2 variant,GISAID,Belgium,2024-W16,SARS-CoV-2,2-week count of sequences,total,7,>15%
SARS-CoV-2 variant,GISAID,Belgium,2024-W15,SARS-CoV-2,2-week count of sequences,total,7,>15%
SARS-CoV-2 variant,GISAID,Belgium,2024-W14,SARS-CoV-2,2-week count of sequences,total,5,>15%
SARS-CoV-2 variant,GISAID,Belgium,2024-W13,SARS-CoV-2,2-week count of sequences,total,5,>15%
SARS-CoV-2 variant,GISAID,Belgium,2024-W12,SARS-CoV-2,2-week count of sequences,total,4,>15%
SARS-CoV-2 variant,GISAID,Belgium,2024-W11,SARS-CoV-2,2-week count of sequences,total,6,>15%
