survtype,datasource,countryname,yearweek,pathogen,variant,indicator,age,value
SARS-CoV-2 variant,GISAID,Austria,2023-W50,SARS-CoV-2,XBB.1.5-like,proportion,total,5.7
SARS-CoV-2 variant,GISAID,Austria,2023-W50,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,29.9
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,BA.2.75,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,BA.2.86,detections,total,91
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,XBB,detections,total,10
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,XBB.1.5-like,detections,total,9
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,65
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,BA.2.75,proportion,total,0.6
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,BA.2.86,proportion,total,51.7
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,XBB,proportion,total,5.7
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,XBB.1.5-like,proportion,total,5.1
SARS-CoV-2 variant,GISAID,Austria,2023-W49,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,36.9
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,BA.2.86,detections,total,99
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,XBB,detections,total,17
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,XBB.1.5-like,detections,total,18
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,105
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,BA.2.86,proportion,total,41.4
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,XBB,proportion,total,7.1
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,XBB.1.5-like,proportion,total,7.5
SARS-CoV-2 variant,GISAID,Austria,2023-W48,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,43.9
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,BA.2.75,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,BA.2.86,detections,total,78
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,XBB,detections,total,12
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,XBB.1.5-like,detections,total,24
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,163
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,BA.2.75,proportion,total,0.4
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,BA.2.86,proportion,total,28.1
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,XBB,proportion,total,4.3
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,XBB.1.5-like,proportion,total,8.6
SARS-CoV-2 variant,GISAID,Austria,2023-W47,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,58.6
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,BA.2.86,detections,total,58
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,Other,detections,total,4
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,XBB,detections,total,22
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,XBB.1.5-like,detections,total,21
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,111
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,BA.2.86,proportion,total,26.9
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,Other,proportion,total,1.9
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,XBB,proportion,total,10.2
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,XBB.1.5-like,proportion,total,9.7
SARS-CoV-2 variant,GISAID,Austria,2023-W46,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,51.4
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,BA.2.75,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,BA.2.86,detections,total,19
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,XBB,detections,total,13
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,XBB.1.5-like,detections,total,11
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,107
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,BA.2.75,proportion,total,1.3
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,BA.2.86,proportion,total,12.4
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,Other,proportion,total,0.7
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,XBB,proportion,total,8.5
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,XBB.1.5-like,proportion,total,7.2
SARS-CoV-2 variant,GISAID,Austria,2023-W45,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,69.9
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,BA.2.75,detections,total,4
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,BA.2.86,detections,total,14
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,XBB,detections,total,14
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,XBB.1.5-like,detections,total,15
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,110
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,BA.2.75,proportion,total,2.5
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,BA.2.86,proportion,total,8.9
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,Other,proportion,total,0.6
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,XBB,proportion,total,8.9
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,XBB.1.5-like,proportion,total,9.5
SARS-CoV-2 variant,GISAID,Austria,2023-W44,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,69.6
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,BA.2.86,detections,total,15
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,XBB,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,XBB.1.5-like,detections,total,25
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,109
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,BA.2.86,proportion,total,9.6
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,Other,proportion,total,0.6
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,XBB,proportion,total,3.8
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,XBB.1.5-like,proportion,total,16
SARS-CoV-2 variant,GISAID,Austria,2023-W43,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,69.9
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,BA.2.75,detections,total,4
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,BA.2.86,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,Other,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,XBB,detections,total,16
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,XBB.1.5-like,detections,total,16
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,97
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,BA.2.75,proportion,total,2.8
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,BA.2.86,proportion,total,4.3
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,Other,proportion,total,1.4
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,XBB,proportion,total,11.3
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,XBB.1.5-like,proportion,total,11.3
SARS-CoV-2 variant,GISAID,Austria,2023-W42,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,68.8
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,BA.2.75,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,BA.2.86,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,XBB,detections,total,22
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,XBB.1.5-like,detections,total,20
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,79
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,BA.2.75,proportion,total,1.6
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,BA.2.86,proportion,total,2.4
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,XBB,proportion,total,17.5
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,XBB.1.5-like,proportion,total,15.9
SARS-CoV-2 variant,GISAID,Austria,2023-W41,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,62.7
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,BA.2.75,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,BA.2.86,detections,total,4
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,Other,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,XBB,detections,total,25
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,XBB.1.5-like,detections,total,14
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,58
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,BA.2.75,proportion,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,BA.2.86,proportion,total,3.8
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,Other,proportion,total,1.9
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,XBB,proportion,total,24
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,XBB.1.5-like,proportion,total,13.5
SARS-CoV-2 variant,GISAID,Austria,2023-W40,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,55.8
SARS-CoV-2 variant,GISAID,Austria,2023-W39,SARS-CoV-2,XBB,detections,total,16
SARS-CoV-2 variant,GISAID,Austria,2023-W39,SARS-CoV-2,XBB.1.5-like,detections,total,16
SARS-CoV-2 variant,GISAID,Austria,2023-W39,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,64
SARS-CoV-2 variant,GISAID,Austria,2023-W39,SARS-CoV-2,XBB,proportion,total,16.7
SARS-CoV-2 variant,GISAID,Austria,2023-W39,SARS-CoV-2,XBB.1.5-like,proportion,total,16.7
SARS-CoV-2 variant,GISAID,Austria,2023-W39,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,66.7
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,BA.2.75,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,XBB,detections,total,17
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,XBB.1.5-like,detections,total,14
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,48
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,BA.2.75,proportion,total,3.6
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,Other,proportion,total,1.2
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,XBB,proportion,total,20.5
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,XBB.1.5-like,proportion,total,16.9
SARS-CoV-2 variant,GISAID,Austria,2023-W38,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,57.8
SARS-CoV-2 variant,GISAID,Austria,2023-W37,SARS-CoV-2,BA.2.75,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W37,SARS-CoV-2,XBB,detections,total,11
SARS-CoV-2 variant,GISAID,Austria,2023-W37,SARS-CoV-2,XBB.1.5-like,detections,total,15
SARS-CoV-2 variant,GISAID,Austria,2023-W37,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,42
SARS-CoV-2 variant,GISAID,Austria,2023-W37,SARS-CoV-2,BA.2.75,proportion,total,1.4
SARS-CoV-2 variant,GISAID,Austria,2023-W37,SARS-CoV-2,XBB,proportion,total,15.9
SARS-CoV-2 variant,GISAID,Austria,2023-W37,SARS-CoV-2,XBB.1.5-like,proportion,total,21.7
SARS-CoV-2 variant,GISAID,Austria,2023-W37,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,60.9
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,BA.2.75,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,Other,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,XBB,detections,total,9
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,XBB.1.5-like,detections,total,19
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,40
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,BA.2.75,proportion,total,1.4
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,Other,proportion,total,2.8
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,XBB,proportion,total,12.7
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,XBB.1.5-like,proportion,total,26.8
SARS-CoV-2 variant,GISAID,Austria,2023-W36,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,56.3
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,BA.2.75,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,XBB,detections,total,9
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,XBB.1.5-like,detections,total,17
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,29
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,BA.2.75,proportion,total,5.1
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,Other,proportion,total,1.7
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,XBB,proportion,total,15.3
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,XBB.1.5-like,proportion,total,28.8
SARS-CoV-2 variant,GISAID,Austria,2023-W35,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,49.2
SARS-CoV-2 variant,GISAID,Austria,2023-W34,SARS-CoV-2,BA.2.75,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W34,SARS-CoV-2,XBB,detections,total,11
SARS-CoV-2 variant,GISAID,Austria,2023-W34,SARS-CoV-2,XBB.1.5-like,detections,total,12
SARS-CoV-2 variant,GISAID,Austria,2023-W34,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,34
SARS-CoV-2 variant,GISAID,Austria,2023-W34,SARS-CoV-2,BA.2.75,proportion,total,3.4
SARS-CoV-2 variant,GISAID,Austria,2023-W34,SARS-CoV-2,XBB,proportion,total,18.6
SARS-CoV-2 variant,GISAID,Austria,2023-W34,SARS-CoV-2,XBB.1.5-like,proportion,total,20.3
SARS-CoV-2 variant,GISAID,Austria,2023-W34,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,57.6
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,BA.2.75,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,XBB,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,XBB.1.5-like,detections,total,6
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,19
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,BA.2.75,proportion,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,Other,proportion,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,XBB,proportion,total,18.2
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,XBB.1.5-like,proportion,total,18.2
SARS-CoV-2 variant,GISAID,Austria,2023-W33,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,57.6
SARS-CoV-2 variant,GISAID,Austria,2023-W32,SARS-CoV-2,XBB,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W32,SARS-CoV-2,XBB.1.5-like,detections,total,10
SARS-CoV-2 variant,GISAID,Austria,2023-W32,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,10
SARS-CoV-2 variant,GISAID,Austria,2023-W32,SARS-CoV-2,XBB,proportion,total,13
SARS-CoV-2 variant,GISAID,Austria,2023-W32,SARS-CoV-2,XBB.1.5-like,proportion,total,43.5
SARS-CoV-2 variant,GISAID,Austria,2023-W32,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,43.5
SARS-CoV-2 variant,GISAID,Austria,2023-W31,SARS-CoV-2,XBB,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W31,SARS-CoV-2,XBB.1.5-like,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W31,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,4
SARS-CoV-2 variant,GISAID,Austria,2023-W31,SARS-CoV-2,XBB,proportion,total,22.2
SARS-CoV-2 variant,GISAID,Austria,2023-W31,SARS-CoV-2,XBB.1.5-like,proportion,total,33.3
SARS-CoV-2 variant,GISAID,Austria,2023-W31,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,44.4
SARS-CoV-2 variant,GISAID,Austria,2023-W30,SARS-CoV-2,BA.2.75,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W30,SARS-CoV-2,XBB,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W30,SARS-CoV-2,XBB.1.5-like,detections,total,4
SARS-CoV-2 variant,GISAID,Austria,2023-W30,SARS-CoV-2,BA.2.75,proportion,total,14.3
SARS-CoV-2 variant,GISAID,Austria,2023-W30,SARS-CoV-2,XBB,proportion,total,28.6
SARS-CoV-2 variant,GISAID,Austria,2023-W30,SARS-CoV-2,XBB.1.5-like,proportion,total,57.1
SARS-CoV-2 variant,GISAID,Austria,2023-W29,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W29,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W29,SARS-CoV-2,XBB.1.5-like,proportion,total,25
SARS-CoV-2 variant,GISAID,Austria,2023-W29,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,75
SARS-CoV-2 variant,GISAID,Austria,2023-W28,SARS-CoV-2,XBB,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W28,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W28,SARS-CoV-2,XBB,proportion,total,50
SARS-CoV-2 variant,GISAID,Austria,2023-W28,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,50
SARS-CoV-2 variant,GISAID,Austria,2023-W27,SARS-CoV-2,XBB,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W27,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W27,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W27,SARS-CoV-2,XBB,proportion,total,60
SARS-CoV-2 variant,GISAID,Austria,2023-W27,SARS-CoV-2,XBB.1.5-like,proportion,total,20
SARS-CoV-2 variant,GISAID,Austria,2023-W27,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,20
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,BA.2,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,BA.2.75,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,BA.5,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,XBB,detections,total,36
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,XBB.1.5-like,detections,total,80
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,46
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,BA.2,proportion,total,0.6
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,BA.2.75,proportion,total,1.2
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,BA.5,proportion,total,1.2
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,Other,proportion,total,0.6
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,XBB,proportion,total,21.4
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,XBB.1.5-like,proportion,total,47.6
SARS-CoV-2 variant,GISAID,Austria,2023-W26,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,27.4
SARS-CoV-2 variant,GISAID,Austria,2023-W25,SARS-CoV-2,BA.2.75,detections,total,2
SARS-CoV-2 variant,GISAID,Austria,2023-W25,SARS-CoV-2,Other,detections,total,3
SARS-CoV-2 variant,GISAID,Austria,2023-W25,SARS-CoV-2,XBB,detections,total,66
SARS-CoV-2 variant,GISAID,Austria,2023-W25,SARS-CoV-2,XBB.1.5-like,detections,total,150
SARS-CoV-2 variant,GISAID,Austria,2023-W25,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,32
