survtype,countryname,yearweek,pathogen,pathogentype,pathogensubtype,indicator,age,value
non-sentinel,Austria,2023-W13,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2023-W12,Influenza,Influenza A,A (unknown),detections,total,16
non-sentinel,Austria,2023-W12,Influenza,Influenza B,B (unknown),detections,total,93
non-sentinel,Austria,2023-W12,Influenza,Influenza B,B/Vic,detections,total,8
non-sentinel,Austria,2023-W11,Influenza,Influenza A,A (unknown),detections,total,18
non-sentinel,Austria,2023-W11,Influenza,Influenza B,B (unknown),detections,total,67
non-sentinel,Austria,2023-W11,Influenza,Influenza B,B/Vic,detections,total,9
non-sentinel,Austria,2023-W10,Influenza,Influenza A,A (unknown),detections,total,13
non-sentinel,Austria,2023-W10,Influenza,Influenza B,B (unknown),detections,total,86
non-sentinel,Austria,2023-W10,Influenza,Influenza B,B/Vic,detections,total,11
non-sentinel,Austria,2023-W09,Influenza,Influenza A,A (unknown),detections,total,23
non-sentinel,Austria,2023-W09,Influenza,Influenza B,B (unknown),detections,total,71
non-sentinel,Austria,2023-W09,Influenza,Influenza B,B/Vic,detections,total,11
non-sentinel,Austria,2023-W08,Influenza,Influenza A,A (unknown),detections,total,27
non-sentinel,Austria,2023-W08,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2023-W08,Influenza,Influenza B,B (unknown),detections,total,63
non-sentinel,Austria,2023-W08,Influenza,Influenza B,B/Vic,detections,total,4
non-sentinel,Austria,2023-W07,Influenza,Influenza A,A (unknown),detections,total,34
non-sentinel,Austria,2023-W07,Influenza,Influenza B,B (unknown),detections,total,47
non-sentinel,Austria,2023-W07,Influenza,Influenza B,B/Vic,detections,total,5
non-sentinel,Austria,2023-W06,Influenza,Influenza A,A (unknown),detections,total,22
non-sentinel,Austria,2023-W06,Influenza,Influenza B,B (unknown),detections,total,61
non-sentinel,Austria,2023-W06,Influenza,Influenza B,B/Vic,detections,total,4
non-sentinel,Austria,2023-W05,Influenza,Influenza A,A (unknown),detections,total,46
non-sentinel,Austria,2023-W05,Influenza,Influenza B,B (unknown),detections,total,40
non-sentinel,Austria,2023-W05,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2023-W04,Influenza,Influenza A,A (unknown),detections,total,54
non-sentinel,Austria,2023-W04,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2023-W04,Influenza,Influenza B,B (unknown),detections,total,26
non-sentinel,Austria,2023-W04,Influenza,Influenza B,B/Vic,detections,total,3
non-sentinel,Austria,2023-W03,Influenza,Influenza A,A (unknown),detections,total,73
non-sentinel,Austria,2023-W03,Influenza,Influenza A,A(H3),detections,total,4
non-sentinel,Austria,2023-W03,Influenza,Influenza B,B (unknown),detections,total,16
non-sentinel,Austria,2023-W03,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2023-W02,Influenza,Influenza A,A (unknown),detections,total,84
non-sentinel,Austria,2023-W02,Influenza,Influenza A,A(H3),detections,total,12
non-sentinel,Austria,2023-W02,Influenza,Influenza B,B (unknown),detections,total,5
non-sentinel,Austria,2023-W02,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2023-W01,Influenza,Influenza A,A (unknown),detections,total,279
non-sentinel,Austria,2023-W01,Influenza,Influenza A,A(H3),detections,total,30
non-sentinel,Austria,2023-W01,Influenza,Influenza B,B (unknown),detections,total,11
non-sentinel,Austria,2023-W01,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2022-W52,Influenza,Influenza A,A(H3),detections,total,38
non-sentinel,Austria,2022-W51,Influenza,Influenza A,A (unknown),detections,total,294
non-sentinel,Austria,2022-W51,Influenza,Influenza A,A(H3),detections,total,68
non-sentinel,Austria,2022-W51,Influenza,Influenza B,B (unknown),detections,total,2
non-sentinel,Austria,2022-W51,Influenza,Influenza B,B/Vic,detections,total,1
non-sentinel,Austria,2022-W50,Influenza,Influenza A,A (unknown),detections,total,927
non-sentinel,Austria,2022-W50,Influenza,Influenza A,A(H3),detections,total,56
non-sentinel,Austria,2022-W50,Influenza,Influenza B,B (unknown),detections,total,7
non-sentinel,Austria,2022-W49,Influenza,Influenza A,A (unknown),detections,total,192
non-sentinel,Austria,2022-W49,Influenza,Influenza A,A(H3),detections,total,57
non-sentinel,Austria,2022-W49,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2022-W48,Influenza,Influenza A,A (unknown),detections,total,119
non-sentinel,Austria,2022-W48,Influenza,Influenza A,A(H3),detections,total,33
non-sentinel,Austria,2022-W48,Influenza,Influenza B,B (unknown),detections,total,3
non-sentinel,Austria,2022-W48,Influenza,Influenza B,B/Vic,detections,total,2
non-sentinel,Austria,2022-W47,Influenza,Influenza A,A (unknown),detections,total,39
non-sentinel,Austria,2022-W47,Influenza,Influenza A,A(H3),detections,total,17
non-sentinel,Austria,2022-W46,Influenza,Influenza A,A (unknown),detections,total,53
non-sentinel,Austria,2022-W46,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2022-W46,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2022-W15,Influenza,Influenza A,A (unknown),detections,total,23
non-sentinel,Austria,2022-W15,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2022-W14,Influenza,Influenza A,A (unknown),detections,total,56
non-sentinel,Austria,2022-W14,Influenza,Influenza A,A(H3),detections,total,5
non-sentinel,Austria,2022-W13,Influenza,Influenza A,A (unknown),detections,total,45
non-sentinel,Austria,2022-W13,Influenza,Influenza A,A(H3),detections,total,7
non-sentinel,Austria,2022-W12,Influenza,Influenza A,A (unknown),detections,total,11
non-sentinel,Austria,2022-W12,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2022-W11,Influenza,Influenza A,A (unknown),detections,total,8
non-sentinel,Austria,2022-W11,Influenza,Influenza A,A(H1)pdm09,detections,total,1
non-sentinel,Austria,2022-W11,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2022-W09,Influenza,Influenza A,A (unknown),detections,total,9
non-sentinel,Austria,2022-W09,Influenza,Influenza A,A(H3),detections,total,4
non-sentinel,Austria,2022-W08,Influenza,Influenza A,A (unknown),detections,total,4
non-sentinel,Austria,2022-W07,Influenza,Influenza A,A (unknown),detections,total,2
non-sentinel,Austria,2022-W06,Influenza,Influenza A,A (unknown),detections,total,4
non-sentinel,Austria,2022-W06,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2022-W05,Influenza,Influenza A,A (unknown),detections,total,9
non-sentinel,Austria,2022-W05,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2022-W04,Influenza,Influenza A,A (unknown),detections,total,21
non-sentinel,Austria,2022-W04,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2022-W03,Influenza,Influenza A,A (unknown),detections,total,13
non-sentinel,Austria,2022-W03,Influenza,Influenza A,A(H3),detections,total,3
non-sentinel,Austria,2022-W02,Influenza,Influenza A,A (unknown),detections,total,14
non-sentinel,Austria,2022-W02,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2022-W01,Influenza,Influenza A,A (unknown),detections,total,10
non-sentinel,Austria,2021-W51,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2021-W51,Influenza,Influenza A,A(H3),detections,total,2
non-sentinel,Austria,2021-W50,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2021-W45,Influenza,Influenza A,A(H3),detections,total,1
non-sentinel,Austria,2021-W04,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2021-W04,Influenza,Influenza B,B/Vic,detections,total,1
non-sentinel,Austria,2021-W01,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2021-W01,Influenza,Influenza B,B/Vic,detections,total,1
non-sentinel,Belgium,2024-W50,Influenza,Influenza A,A (unknown),detections,total,46
non-sentinel,Belgium,2024-W50,Influenza,Influenza B,B (unknown),detections,total,2
non-sentinel,Belgium,2024-W50,Influenza,Influenza untyped,Influenza untyped,detections,total,1
non-sentinel,Belgium,2024-W50,RSV,RSV untyped,NA,detections,total,67
non-sentinel,Belgium,2024-W49,Influenza,Influenza A,A (unknown),detections,total,115
non-sentinel,Belgium,2024-W49,Influenza,Influenza B,B (unknown),detections,total,5
non-sentinel,Belgium,2024-W49,Influenza,Influenza untyped,Influenza untyped,detections,total,46
non-sentinel,Belgium,2024-W49,RSV,RSV untyped,NA,detections,total,273
non-sentinel,Belgium,2024-W48,Influenza,Influenza A,A (unknown),detections,total,127
non-sentinel,Belgium,2024-W48,Influenza,Influenza B,B (unknown),detections,total,8
non-sentinel,Belgium,2024-W48,Influenza,Influenza untyped,Influenza untyped,detections,total,26
non-sentinel,Belgium,2024-W48,RSV,RSV untyped,NA,detections,total,451
non-sentinel,Belgium,2024-W47,Influenza,Influenza A,A (unknown),detections,total,72
non-sentinel,Belgium,2024-W47,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W47,Influenza,Influenza untyped,Influenza untyped,detections,total,14
non-sentinel,Belgium,2024-W47,RSV,RSV untyped,NA,detections,total,457
non-sentinel,Belgium,2024-W46,Influenza,Influenza A,A (unknown),detections,total,53
non-sentinel,Belgium,2024-W46,Influenza,Influenza B,B (unknown),detections,total,5
non-sentinel,Belgium,2024-W46,Influenza,Influenza untyped,Influenza untyped,detections,total,11
non-sentinel,Belgium,2024-W46,RSV,RSV untyped,NA,detections,total,259
non-sentinel,Belgium,2024-W45,Influenza,Influenza A,A (unknown),detections,total,23
non-sentinel,Belgium,2024-W45,Influenza,Influenza B,B (unknown),detections,total,2
non-sentinel,Belgium,2024-W45,Influenza,Influenza untyped,Influenza untyped,detections,total,2
non-sentinel,Belgium,2024-W45,RSV,RSV untyped,NA,detections,total,126
non-sentinel,Belgium,2024-W44,Influenza,Influenza A,A (unknown),detections,total,19
non-sentinel,Belgium,2024-W44,Influenza,Influenza B,B (unknown),detections,total,4
non-sentinel,Belgium,2024-W44,Influenza,Influenza untyped,Influenza untyped,detections,total,7
non-sentinel,Belgium,2024-W44,RSV,RSV untyped,NA,detections,total,102
non-sentinel,Belgium,2024-W43,Influenza,Influenza A,A (unknown),detections,total,7
non-sentinel,Belgium,2024-W43,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W43,Influenza,Influenza untyped,Influenza untyped,detections,total,9
non-sentinel,Belgium,2024-W43,RSV,RSV untyped,NA,detections,total,56
non-sentinel,Belgium,2024-W42,Influenza,Influenza A,A (unknown),detections,total,17
non-sentinel,Belgium,2024-W42,Influenza,Influenza B,B (unknown),detections,total,2
non-sentinel,Belgium,2024-W42,Influenza,Influenza untyped,Influenza untyped,detections,total,3
non-sentinel,Belgium,2024-W42,RSV,RSV untyped,NA,detections,total,23
non-sentinel,Belgium,2024-W41,Influenza,Influenza A,A (unknown),detections,total,18
non-sentinel,Belgium,2024-W41,Influenza,Influenza B,B (unknown),detections,total,3
non-sentinel,Belgium,2024-W41,Influenza,Influenza untyped,Influenza untyped,detections,total,2
non-sentinel,Belgium,2024-W41,RSV,RSV untyped,NA,detections,total,18
non-sentinel,Belgium,2024-W40,Influenza,Influenza A,A (unknown),detections,total,5
non-sentinel,Belgium,2024-W40,Influenza,Influenza untyped,Influenza untyped,detections,total,2
non-sentinel,Belgium,2024-W40,RSV,RSV untyped,NA,detections,total,9
non-sentinel,Belgium,2024-W39,Influenza,Influenza A,A (unknown),detections,total,10
non-sentinel,Belgium,2024-W39,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W39,Influenza,Influenza untyped,Influenza untyped,detections,total,3
non-sentinel,Belgium,2024-W39,RSV,RSV untyped,NA,detections,total,6
non-sentinel,Belgium,2024-W38,Influenza,Influenza A,A (unknown),detections,total,10
non-sentinel,Belgium,2024-W38,Influenza,Influenza untyped,Influenza untyped,detections,total,3
non-sentinel,Belgium,2024-W38,RSV,RSV untyped,NA,detections,total,6
non-sentinel,Belgium,2024-W37,Influenza,Influenza A,A (unknown),detections,total,10
non-sentinel,Belgium,2024-W37,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W37,RSV,RSV untyped,NA,detections,total,5
non-sentinel,Belgium,2024-W36,Influenza,Influenza A,A (unknown),detections,total,7
non-sentinel,Belgium,2024-W36,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W36,Influenza,Influenza untyped,Influenza untyped,detections,total,3
non-sentinel,Belgium,2024-W36,RSV,RSV untyped,NA,detections,total,3
non-sentinel,Belgium,2024-W35,Influenza,Influenza A,A (unknown),detections,total,6
non-sentinel,Belgium,2024-W35,Influenza,Influenza untyped,Influenza untyped,detections,total,3
non-sentinel,Belgium,2024-W35,RSV,RSV untyped,NA,detections,total,5
non-sentinel,Belgium,2024-W34,Influenza,Influenza A,A (unknown),detections,total,13
non-sentinel,Belgium,2024-W34,Influenza,Influenza B,B (unknown),detections,total,2
non-sentinel,Belgium,2024-W34,Influenza,Influenza untyped,Influenza untyped,detections,total,1
non-sentinel,Belgium,2024-W34,RSV,RSV untyped,NA,detections,total,7
non-sentinel,Belgium,2024-W33,Influenza,Influenza A,A (unknown),detections,total,5
non-sentinel,Belgium,2024-W33,Influenza,Influenza untyped,Influenza untyped,detections,total,1
non-sentinel,Belgium,2024-W33,RSV,RSV untyped,NA,detections,total,2
non-sentinel,Belgium,2024-W32,Influenza,Influenza A,A (unknown),detections,total,14
non-sentinel,Belgium,2024-W32,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W32,Influenza,Influenza untyped,Influenza untyped,detections,total,1
non-sentinel,Belgium,2024-W32,RSV,RSV untyped,NA,detections,total,16
non-sentinel,Belgium,2024-W31,Influenza,Influenza A,A (unknown),detections,total,28
non-sentinel,Belgium,2024-W31,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W31,Influenza,Influenza untyped,Influenza untyped,detections,total,2
non-sentinel,Belgium,2024-W31,RSV,RSV untyped,NA,detections,total,19
non-sentinel,Belgium,2024-W30,Influenza,Influenza A,A (unknown),detections,total,26
non-sentinel,Belgium,2024-W30,Influenza,Influenza B,B (unknown),detections,total,3
non-sentinel,Belgium,2024-W30,RSV,RSV untyped,NA,detections,total,26
non-sentinel,Belgium,2024-W29,Influenza,Influenza A,A (unknown),detections,total,19
non-sentinel,Belgium,2024-W29,Influenza,Influenza untyped,Influenza untyped,detections,total,1
non-sentinel,Belgium,2024-W29,RSV,RSV untyped,NA,detections,total,24
non-sentinel,Belgium,2024-W28,Influenza,Influenza A,A (unknown),detections,total,21
non-sentinel,Belgium,2024-W28,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W28,Influenza,Influenza untyped,Influenza untyped,detections,total,2
non-sentinel,Belgium,2024-W28,RSV,RSV untyped,NA,detections,total,34
non-sentinel,Belgium,2024-W27,Influenza,Influenza A,A (unknown),detections,total,24
non-sentinel,Belgium,2024-W27,Influenza,Influenza B,B (unknown),detections,total,3
non-sentinel,Belgium,2024-W27,Influenza,Influenza untyped,Influenza untyped,detections,total,2
non-sentinel,Belgium,2024-W27,RSV,RSV untyped,NA,detections,total,35
non-sentinel,Belgium,2024-W26,Influenza,Influenza A,A (unknown),detections,total,24
non-sentinel,Belgium,2024-W26,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W26,Influenza,Influenza untyped,Influenza untyped,detections,total,3
non-sentinel,Belgium,2024-W26,RSV,RSV untyped,NA,detections,total,32
non-sentinel,Belgium,2024-W25,Influenza,Influenza A,A (unknown),detections,total,19
non-sentinel,Belgium,2024-W25,Influenza,Influenza untyped,Influenza untyped,detections,total,4
non-sentinel,Belgium,2024-W25,RSV,RSV untyped,NA,detections,total,27
non-sentinel,Belgium,2024-W24,Influenza,Influenza A,A (unknown),detections,total,21
non-sentinel,Belgium,2024-W24,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W24,Influenza,Influenza untyped,Influenza untyped,detections,total,2
non-sentinel,Belgium,2024-W24,RSV,RSV untyped,NA,detections,total,29
non-sentinel,Belgium,2024-W23,Influenza,Influenza A,A (unknown),detections,total,15
non-sentinel,Belgium,2024-W23,RSV,RSV untyped,NA,detections,total,24
non-sentinel,Belgium,2024-W22,Influenza,Influenza A,A (unknown),detections,total,10
non-sentinel,Belgium,2024-W22,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W22,Influenza,Influenza untyped,Influenza untyped,detections,total,2
non-sentinel,Belgium,2024-W22,RSV,RSV untyped,NA,detections,total,18
non-sentinel,Belgium,2024-W21,Influenza,Influenza A,A (unknown),detections,total,10
non-sentinel,Belgium,2024-W21,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Belgium,2024-W21,Influenza,Influenza untyped,Influenza untyped,detections,total,3
non-sentinel,Belgium,2024-W21,RSV,RSV untyped,NA,detections,total,16
non-sentinel,Belgium,2024-W20,Influenza,Influenza A,A (unknown),detections,total,12
non-sentinel,Belgium,2024-W20,Influenza,Influenza B,B (unknown),detections,total,5
non-sentinel,Belgium,2024-W20,Influenza,Influenza untyped,Influenza untyped,detections,total,2
non-sentinel,Belgium,2024-W20,RSV,RSV untyped,NA,detections,total,8
non-sentinel,Belgium,2024-W19,Influenza,Influenza A,A (unknown),detections,total,26
non-sentinel,Belgium,2024-W19,Influenza,Influenza B,B (unknown),detections,total,4
non-sentinel,Belgium,2024-W19,Influenza,Influenza untyped,Influenza untyped,detections,total,1
non-sentinel,Belgium,2024-W19,RSV,RSV untyped,NA,detections,total,13
non-sentinel,Belgium,2024-W18,Influenza,Influenza A,A (unknown),detections,total,26
non-sentinel,Belgium,2024-W18,Influenza,Influenza B,B (unknown),detections,total,6
