survtype,countryname,yearweek,pathogen,pathogentype,pathogensubtype,indicator,age,value
SARI virological,Belgium,2024-W45,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,85
SARI virological,Belgium,2024-W44,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W44,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W44,Influenza,Influenza,total,tests,total,71
SARI virological,Belgium,2024-W44,RSV,RSV,RSV,detections,total,14
SARI virological,Belgium,2024-W44,RSV,RSV,RSV,positivity,total,19.7
SARI virological,Belgium,2024-W44,RSV,RSV,RSV,tests,total,71
SARI virological,Belgium,2024-W44,RSV,RSV-A,NA,detections,total,9
SARI virological,Belgium,2024-W44,RSV,RSV-B,NA,detections,total,5
SARI virological,Belgium,2024-W44,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,9
SARI virological,Belgium,2024-W44,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,12.9
SARI virological,Belgium,2024-W44,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,70
SARI virological,Belgium,2024-W43,Influenza,Influenza,total,detections,total,1
SARI virological,Belgium,2024-W43,Influenza,Influenza,total,positivity,total,1.5
SARI virological,Belgium,2024-W43,Influenza,Influenza,total,tests,total,66
SARI virological,Belgium,2024-W43,Influenza,Influenza B,B/Vic,detections,total,1
SARI virological,Belgium,2024-W43,RSV,RSV,RSV,detections,total,3
SARI virological,Belgium,2024-W43,RSV,RSV,RSV,positivity,total,4.5
SARI virological,Belgium,2024-W43,RSV,RSV,RSV,tests,total,66
SARI virological,Belgium,2024-W43,RSV,RSV-A,NA,detections,total,2
SARI virological,Belgium,2024-W43,RSV,RSV-B,NA,detections,total,1
SARI virological,Belgium,2024-W43,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,6
SARI virological,Belgium,2024-W43,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,9.1
SARI virological,Belgium,2024-W43,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,66
SARI virological,Belgium,2024-W42,Influenza,Influenza,total,detections,total,3
SARI virological,Belgium,2024-W42,Influenza,Influenza,total,positivity,total,3.2
SARI virological,Belgium,2024-W42,Influenza,Influenza,total,tests,total,94
SARI virological,Belgium,2024-W42,Influenza,Influenza A,A(H1)pdm09,detections,total,3
SARI virological,Belgium,2024-W42,RSV,RSV,RSV,detections,total,9
SARI virological,Belgium,2024-W42,RSV,RSV,RSV,positivity,total,9.6
SARI virological,Belgium,2024-W42,RSV,RSV,RSV,tests,total,94
SARI virological,Belgium,2024-W42,RSV,RSV-A,NA,detections,total,5
SARI virological,Belgium,2024-W42,RSV,RSV-B,NA,detections,total,4
SARI virological,Belgium,2024-W42,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,14
SARI virological,Belgium,2024-W42,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,14.9
SARI virological,Belgium,2024-W42,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,94
SARI virological,Belgium,2024-W41,Influenza,Influenza,total,detections,total,1
SARI virological,Belgium,2024-W41,Influenza,Influenza,total,positivity,total,1.1
SARI virological,Belgium,2024-W41,Influenza,Influenza,total,tests,total,94
SARI virological,Belgium,2024-W41,Influenza,Influenza A,A(H1)pdm09,detections,total,1
SARI virological,Belgium,2024-W41,RSV,RSV,RSV,detections,total,1
SARI virological,Belgium,2024-W41,RSV,RSV,RSV,positivity,total,1.1
SARI virological,Belgium,2024-W41,RSV,RSV,RSV,tests,total,92
SARI virological,Belgium,2024-W41,RSV,RSV-B,NA,detections,total,1
SARI virological,Belgium,2024-W41,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,13
SARI virological,Belgium,2024-W41,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,14.1
SARI virological,Belgium,2024-W41,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,92
SARI virological,Belgium,2024-W40,Influenza,Influenza,total,detections,total,2
SARI virological,Belgium,2024-W40,Influenza,Influenza,total,positivity,total,2.3
SARI virological,Belgium,2024-W40,Influenza,Influenza,total,tests,total,86
SARI virological,Belgium,2024-W40,Influenza,Influenza A,A(H1)pdm09,detections,total,1
SARI virological,Belgium,2024-W40,Influenza,Influenza A,A(H3),detections,total,1
SARI virological,Belgium,2024-W40,RSV,RSV,RSV,detections,total,1
SARI virological,Belgium,2024-W40,RSV,RSV,RSV,positivity,total,1.2
SARI virological,Belgium,2024-W40,RSV,RSV,RSV,tests,total,86
SARI virological,Belgium,2024-W40,RSV,RSV-A,NA,detections,total,1
SARI virological,Belgium,2024-W40,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,20
SARI virological,Belgium,2024-W40,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,23.5
SARI virological,Belgium,2024-W40,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,85
SARI virological,Belgium,2024-W39,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W39,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W39,Influenza,Influenza,total,tests,total,72
SARI virological,Belgium,2024-W39,RSV,RSV,RSV,detections,total,3
SARI virological,Belgium,2024-W39,RSV,RSV,RSV,positivity,total,4.2
SARI virological,Belgium,2024-W39,RSV,RSV,RSV,tests,total,71
SARI virological,Belgium,2024-W39,RSV,RSV-A,NA,detections,total,1
SARI virological,Belgium,2024-W39,RSV,RSV-B,NA,detections,total,2
SARI virological,Belgium,2024-W39,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,18
SARI virological,Belgium,2024-W39,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,25.4
SARI virological,Belgium,2024-W39,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,71
SARI virological,Belgium,2024-W38,Influenza,Influenza,total,detections,total,2
SARI virological,Belgium,2024-W38,Influenza,Influenza,total,positivity,total,2.6
SARI virological,Belgium,2024-W38,Influenza,Influenza,total,tests,total,77
SARI virological,Belgium,2024-W38,Influenza,Influenza A,A(H1)pdm09,detections,total,1
SARI virological,Belgium,2024-W38,Influenza,Influenza A,A(H3),detections,total,1
SARI virological,Belgium,2024-W38,RSV,RSV,RSV,detections,total,4
SARI virological,Belgium,2024-W38,RSV,RSV,RSV,positivity,total,5.2
SARI virological,Belgium,2024-W38,RSV,RSV,RSV,tests,total,77
SARI virological,Belgium,2024-W38,RSV,RSV-A,NA,detections,total,2
SARI virological,Belgium,2024-W38,RSV,RSV-B,NA,detections,total,2
SARI virological,Belgium,2024-W38,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,22
SARI virological,Belgium,2024-W38,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,28.6
SARI virological,Belgium,2024-W38,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,77
SARI virological,Belgium,2024-W37,Influenza,Influenza,total,detections,total,1
SARI virological,Belgium,2024-W37,Influenza,Influenza,total,positivity,total,1.4
SARI virological,Belgium,2024-W37,Influenza,Influenza,total,tests,total,73
SARI virological,Belgium,2024-W37,Influenza,Influenza A,A(H1)pdm09,detections,total,1
SARI virological,Belgium,2024-W37,RSV,RSV,RSV,detections,total,2
SARI virological,Belgium,2024-W37,RSV,RSV,RSV,positivity,total,2.7
SARI virological,Belgium,2024-W37,RSV,RSV,RSV,tests,total,73
SARI virological,Belgium,2024-W37,RSV,RSV-A,NA,detections,total,1
SARI virological,Belgium,2024-W37,RSV,RSV-B,NA,detections,total,1
SARI virological,Belgium,2024-W37,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,21
SARI virological,Belgium,2024-W37,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,28.8
SARI virological,Belgium,2024-W37,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,73
SARI virological,Belgium,2024-W36,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W36,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W36,Influenza,Influenza,total,tests,total,35
SARI virological,Belgium,2024-W36,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W36,RSV,RSV,RSV,positivity,total,0
SARI virological,Belgium,2024-W36,RSV,RSV,RSV,tests,total,35
SARI virological,Belgium,2024-W36,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,9
SARI virological,Belgium,2024-W36,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,25.7
SARI virological,Belgium,2024-W36,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,35
SARI virological,Belgium,2024-W35,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W35,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W35,Influenza,Influenza,total,tests,total,61
SARI virological,Belgium,2024-W35,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W35,RSV,RSV,RSV,positivity,total,0
SARI virological,Belgium,2024-W35,RSV,RSV,RSV,tests,total,10
SARI virological,Belgium,2024-W35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,23
SARI virological,Belgium,2024-W35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,37.7
SARI virological,Belgium,2024-W35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,61
SARI virological,Belgium,2024-W34,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W34,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W34,Influenza,Influenza,total,tests,total,27
SARI virological,Belgium,2024-W34,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W34,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W34,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,6
SARI virological,Belgium,2024-W34,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,22.2
SARI virological,Belgium,2024-W34,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,27
SARI virological,Belgium,2024-W33,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W33,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W33,Influenza,Influenza,total,tests,total,44
SARI virological,Belgium,2024-W33,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W33,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,13
SARI virological,Belgium,2024-W33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,29.5
SARI virological,Belgium,2024-W33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,44
SARI virological,Belgium,2024-W32,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W32,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W32,Influenza,Influenza,total,tests,total,46
SARI virological,Belgium,2024-W32,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W32,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W32,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,18
SARI virological,Belgium,2024-W32,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,39.1
SARI virological,Belgium,2024-W32,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,46
SARI virological,Belgium,2024-W31,Influenza,Influenza,total,detections,total,2
SARI virological,Belgium,2024-W31,Influenza,Influenza,total,positivity,total,4.5
SARI virological,Belgium,2024-W31,Influenza,Influenza,total,tests,total,44
SARI virological,Belgium,2024-W31,Influenza,Influenza A,A(H1)pdm09,detections,total,1
SARI virological,Belgium,2024-W31,Influenza,Influenza A,A(H3),detections,total,1
SARI virological,Belgium,2024-W31,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W31,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W31,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,16
SARI virological,Belgium,2024-W31,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,36.4
SARI virological,Belgium,2024-W31,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,44
SARI virological,Belgium,2024-W30,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W30,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W30,Influenza,Influenza,total,tests,total,62
SARI virological,Belgium,2024-W30,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W30,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W30,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,15
SARI virological,Belgium,2024-W30,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,24.2
SARI virological,Belgium,2024-W30,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,62
SARI virological,Belgium,2024-W29,Influenza,Influenza,total,detections,total,1
SARI virological,Belgium,2024-W29,Influenza,Influenza,total,positivity,total,1.6
SARI virological,Belgium,2024-W29,Influenza,Influenza,total,tests,total,64
SARI virological,Belgium,2024-W29,Influenza,Influenza A,A(H3),detections,total,1
SARI virological,Belgium,2024-W29,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W29,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W29,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,20
SARI virological,Belgium,2024-W29,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,31.2
SARI virological,Belgium,2024-W29,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,64
SARI virological,Belgium,2024-W28,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W28,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W28,Influenza,Influenza,total,tests,total,53
SARI virological,Belgium,2024-W28,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W28,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W28,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,10
SARI virological,Belgium,2024-W28,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,19.2
SARI virological,Belgium,2024-W28,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,52
SARI virological,Belgium,2024-W27,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W27,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W27,Influenza,Influenza,total,tests,total,60
SARI virological,Belgium,2024-W27,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W27,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W27,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,13
SARI virological,Belgium,2024-W27,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,21.7
SARI virological,Belgium,2024-W27,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,60
SARI virological,Belgium,2024-W26,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W26,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W26,Influenza,Influenza,total,tests,total,81
SARI virological,Belgium,2024-W26,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W26,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W26,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,16
SARI virological,Belgium,2024-W26,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,20.3
SARI virological,Belgium,2024-W26,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,79
SARI virological,Belgium,2024-W25,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W25,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W25,Influenza,Influenza,total,tests,total,68
SARI virological,Belgium,2024-W25,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W25,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W25,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,12
SARI virological,Belgium,2024-W25,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,17.6
SARI virological,Belgium,2024-W25,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,68
SARI virological,Belgium,2024-W24,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W24,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W24,Influenza,Influenza,total,tests,total,83
SARI virological,Belgium,2024-W24,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2024-W24,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2024-W24,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,14
